EXPLOTACION,FECHA,MOTIVO_CAMBIO,EMPLAZAMIENTO,CALIBRE
ALICANTE,2020-02-05,ED-CAMBIO POR EDAD,FACHADA,15
ALICANTE,2020-02-05,TE-INSTALAR TELELECTURA,ARQUETA,20
ALICANTE,2020-02-05,CM-CAMBIO CLASE O MODELO,GALERIA,13
ALICANTE,2020-02-05,CM-CAMBIO CLASE O MODELO,ARQUETA,15
ALICANTE,2020-02-05,TE-INSTALAR TELELECTURA,FACHADA,15
ALICANTE,2020-02-06,TE-INSTALAR TELELECTURA,GALERIA,15
ALICANTE,2020-02-06,TE-INSTALAR TELELECTURA,GALERIA,13
ALICANTE,2020-02-06,TE-INSTALAR TELELECTURA,BATERIA,13
ALICANTE,2020-02-06,CM-CAMBIO CLASE O MODELO,BATERIA,15
ALICANTE,2020-02-06,CM-CAMBIO CLASE O MODELO,ARQUETA,15
ALICANTE,2020-02-06,CM-CAMBIO CLASE O MODELO,FACHADA,13
ALICANTE,2020-02-06,TE-INSTALAR TELELECTURA,GALERIA,13
ALICANTE,2020-02-06,TE-INSTALAR TELELECTURA,GALERIA,13
ALICANTE,2020-02-06,CM-CAMBIO CLASE O MODELO,GALERIA,13
ALICANTE,2020-02-07,TE-INSTALAR TELELECTURA,BATERIA,13
ALICANTE,2020-02-07,CM-CAMBIO CLASE O MODELO,FACHADA,20
ALICANTE,2020-02-07,CM-CAMBIO CLASE O MODELO,ARQUETA,20
ALICANTE,2020-02-07,TE-INSTALAR TELELECTURA,BATERIA,13
ALICANTE,2020-02-07,TE-INSTALAR TELELECTURA,ARQUETA,13
ALICANTE,2020-02-07,ED-CAMBIO POR EDAD,ARQUETA,13
ALICANTE,2020-02-07,CM-CAMBIO CLASE O MODELO,ARQUETA,13
ALICANTE,2020-02-07,TE-INSTALAR TELELECTURA,GALERIA,13
ALICANTE,2020-02-07,ED-CAMBIO POR EDAD,BATERIA,13
ALICANTE,2020-02-08,ED-CAMBIO POR EDAD,ARQUETA,13
ALICANTE,2020-02-08,CM-CAMBIO CLASE O MODELO,FACHADA,15
ALICANTE,2020-02-08,TE-INSTALAR TELELECTURA,ARQUETA,13
ALICANTE,2020-02-08,TE-INSTALAR TELELECTURA,BATERIA,15
ALICANTE,2020-02-08,TE-INSTALAR TELELECTURA,FACHADA,25
ALICANTE,2020-02-08,CM-CAMBIO CLASE O MODELO,ARQUETA,13
ALICANTE,2020-02-08,TE-INSTALAR TELELECTURA,GALERIA,13
ALICANTE,2020-02-08,ED-CAMBIO POR EDAD,GALERIA,15
ALICANTE,2020-02-08,ED-CAMBIO POR EDAD,FACHADA,15
ALICANTE,2020-02-08,TE-INSTALAR TELELECTURA,GALERIA,13
ALICANTE,2020-02-08,CM-CAMBIO CLASE O MODELO,ARQUETA,15
ALICANTE,2020-02-08,ED-CAMBIO POR EDAD,GALERIA,15
ALICANTE,2020-02-08,TE-INSTALAR TELELECTURA,ARQUETA,13
ALICANTE,2020-02-08,CM-CAMBIO CLASE O MODELO,GALERIA,13
ALICANTE,2020-02-09,TE-INSTALAR TELELECTURA,ARQUETA,13
ALICANTE,2020-02-09,TE-INSTALAR TELELECTURA,GALERIA,20
ALICANTE,2020-02-09,CM-CAMBIO CLASE O MODELO,ARQUETA,13
ALICANTE,2020-02-09,TE-INSTALAR TELELECTURA,ARQUETA,13
ALICANTE,2020-02-09,TE-INSTALAR TELELECTURA,BATERIA,13
ALICANTE,2020-02-09,ED-CAMBIO POR EDAD,GALERIA,13
ALICANTE,2020-02-09,TE-INSTALAR TELELECTURA,ARQUETA,20
ALICANTE,2020-02-09,CM-CAMBIO CLASE O MODELO,FACHADA,13
ALICANTE,2020-02-09,CM-CAMBIO CLASE O MODELO,BATERIA,13
ALICANTE,2020-02-10,CM-CAMBIO CLASE O MODELO,ARQUETA,20
ALICANTE,2020-02-10,ED-CAMBIO POR EDAD,FACHADA,20
ALICANTE,2020-02-10,CM-CAMBIO CLASE O MODELO,ARQUETA,13
ALICANTE,2020-02-10,TE-INSTALAR TELELECTURA,FACHADA,13
ALICANTE,2020-02-10,TE-INSTALAR TELELECTURA,BATERIA,13
ALICANTE,2020-02-10,TE-INSTALAR TELELECTURA,FACHADA,13
ALICANTE,2020-02-10,ED-CAMBIO POR EDAD,ARQUETA,25
ALICANTE,2020-02-10,ED-CAMBIO POR EDAD,ARQUETA,13
ALICANTE,2020-02-10,ED-CAMBIO POR EDAD,FACHADA,13
ALICANTE,2020-02-10,TE-INSTALAR TELELECTURA,ARQUETA,13
ALICANTE,2020-02-10,CM-CAMBIO CLASE O MODELO,BATERIA,13
ALICANTE,2020-02-10,ED-CAMBIO POR EDAD,FACHADA,13
ALICANTE,2020-02-10,CM-CAMBIO CLASE O MODELO,ARQUETA,13
ALICANTE,2020-02-11,TE-INSTALAR TELELECTURA,BATERIA,13
ALICANTE,2020-02-11,TE-INSTALAR TELELECTURA,ARQUETA,13
ALICANTE,2020-02-11,ED-CAMBIO POR EDAD,GALERIA,13
ALICANTE,2020-02-11,CM-CAMBIO CLASE O MODELO,GALERIA,13
ALICANTE,2020-02-11,ED-CAMBIO POR EDAD,FACHADA,13
ALICANTE,2020-02-11,CM-CAMBIO CLASE O MODELO,ARQUETA,13
ALICANTE,2020-02-11,ED-CAMBIO POR EDAD,GALERIA,13
ALICANTE,2020-02-11,CM-CAMBIO CLASE O MODELO,ARQUETA,15
ALICANTE,2020-02-11,TE-INSTALAR TELELECTURA,FACHADA,13
ALICANTE,2020-02-12,TE-INSTALAR TELELECTURA,ARQUETA,13
ALICANTE,2020-02-12,CM-CAMBIO CLASE O MODELO,FACHADA,13
ALICANTE,2020-02-12,TE-INSTALAR TELELECTURA,GALERIA,13
ALICANTE,2020-02-12,CM-CAMBIO CLASE O MODELO,ARQUETA,15
ALICANTE,2020-02-12,TE-INSTALAR TELELECTURA,GALERIA,20
ALICANTE,2020-02-12,CM-CAMBIO CLASE O MODELO,GALERIA,13
ALICANTE,2020-02-12,CM-CAMBIO CLASE O MODELO,BATERIA,13
ALICANTE,2020-02-12,TE-INSTALAR TELELECTURA,BATERIA,15
ALICANTE,2020-02-12,ED-CAMBIO POR EDAD,ARQUETA,13
ALICANTE,2020-02-13,ED-CAMBIO POR EDAD,FACHADA,13
ALICANTE,2020-02-13,ED-CAMBIO POR EDAD,ARQUETA,13
ALICANTE,2020-02-13,ED-CAMBIO POR EDAD,BATERIA,20
ALICANTE,2020-02-13,CM-CAMBIO CLASE O MODELO,ARQUETA,13
ALICANTE,2020-02-13,CM-CAMBIO CLASE O MODELO,ARQUETA,13
ALICANTE,2020-02-13,ED-CAMBIO POR EDAD,ARQUETA,13
ALICANTE,2020-02-13,CM-CAMBIO CLASE O MODELO,ARQUETA,13
ALICANTE,2020-02-13,TE-INSTALAR TELELECTURA,ARQUETA,15
ALICANTE,2020-02-13,ED-CAMBIO POR EDAD,ARQUETA,13
ALICANTE,2020-02-13,ED-CAMBIO POR EDAD,ARQUETA,13
ALICANTE,2020-02-13,ED-CAMBIO POR EDAD,BATERIA,13
ALICANTE,2020-02-13,CM-CAMBIO CLASE O MODELO,ARQUETA,20
ALICANTE,2020-02-13,CM-CAMBIO CLASE O MODELO,ARQUETA,13
ALICANTE,2020-02-13,ED-CAMBIO POR EDAD,BATERIA,13
ALICANTE,2020-02-14,ED-CAMBIO POR EDAD,BATERIA,13
ALICANTE,2020-02-14,TE-INSTALAR TELELECTURA,FACHADA,25
ALICANTE,2020-02-14,CM-CAMBIO CLASE O MODELO,FACHADA,13
ALICANTE,2020-02-14,CM-CAMBIO CLASE O MODELO,GALERIA,13
ALICANTE,2020-02-14,CM-CAMBIO CLASE O MODELO,GALERIA,13
ALICANTE,2020-02-14,TE-INSTALAR TELELECTURA,GALERIA,20
ALICANTE,2020-02-14,CM-CAMBIO CLASE O MODELO,FACHADA,25
ALICANTE,2020-02-14,CM-CAMBIO CLASE O MODELO,GALERIA,13
ALICANTE,2020-02-14,CM-CAMBIO CLASE O MODELO,BATERIA,25
ALICANTE,2020-02-14,ED-CAMBIO POR EDAD,GALERIA,13
ALICANTE,2020-02-14,TE-INSTALAR TELELECTURA,GALERIA,15
ALICANTE,2020-02-14,ED-CAMBIO POR EDAD,BATERIA,20
ALICANTE,2020-02-14,TE-INSTALAR TELELECTURA,ARQUETA,13
ALICANTE,2020-02-15,TE-INSTALAR TELELECTURA,BATERIA,13
ALICANTE,2020-02-15,TE-INSTALAR TELELECTURA,GALERIA,13
ALICANTE,2020-02-15,ED-CAMBIO POR EDAD,ARQUETA,13
ALICANTE,2020-02-15,TE-INSTALAR TELELECTURA,BATERIA,25
ALICANTE,2020-02-15,ED-CAMBIO POR EDAD,GALERIA,13
ALICANTE,2020-02-15,TE-INSTALAR TELELECTURA,GALERIA,15
ALICANTE,2020-02-15,ED-CAMBIO POR EDAD,BATERIA,13
ALICANTE,2020-02-15,ED-CAMBIO POR EDAD,BATERIA,25
ALICANTE,2020-02-15,TE-INSTALAR TELELECTURA,BATERIA,13
ALICANTE,2020-02-15,CM-CAMBIO CLASE O MODELO,GALERIA,13
ALICANTE,2020-02-15,CM-CAMBIO CLASE O MODELO,ARQUETA,13
ALICANTE,2020-02-15,ED-CAMBIO POR EDAD,GALERIA,13
ALICANTE,2020-02-15,TE-INSTALAR TELELECTURA,FACHADA,13
ALICANTE,2020-02-16,TE-INSTALAR TELELECTURA,FACHADA,13
ALICANTE,2020-02-16,TE-INSTALAR TELELECTURA,ARQUETA,13
ALICANTE,2020-02-16,ED-CAMBIO POR EDAD,GALERIA,20
ALICANTE,2020-02-16,TE-INSTALAR TELELECTURA,ARQUETA,13
ALICANTE,2020-02-16,CM-CAMBIO CLASE O MODELO,FACHADA,13
ALICANTE,2020-02-16,TE-INSTALAR TELELECTURA,ARQUETA,25
ALICANTE,2020-02-16,TE-INSTALAR TELELECTURA,ARQUETA,13
ALICANTE,2020-02-16,CM-CAMBIO CLASE O MODELO,BATERIA,13
ALICANTE,2020-02-16,ED-CAMBIO POR EDAD,FACHADA,13
ALICANTE,2020-02-16,TE-INSTALAR TELELECTURA,GALERIA,15
ALICANTE,2020-02-16,ED-CAMBIO POR EDAD,ARQUETA,25
ALICANTE,2020-02-17,ED-CAMBIO POR EDAD,GALERIA,13
ALICANTE,2020-02-17,TE-INSTALAR TELELECTURA,FACHADA,20
ALICANTE,2020-02-17,TE-INSTALAR TELELECTURA,GALERIA,13
ALICANTE,2020-02-17,CM-CAMBIO CLASE O MODELO,FACHADA,13
ALICANTE,2020-02-17,ED-CAMBIO POR EDAD,GALERIA,15
ALICANTE,2020-02-17,CM-CAMBIO CLASE O MODELO,FACHADA,20
ALICANTE,2020-02-17,TE-INSTALAR TELELECTURA,BATERIA,13
ALICANTE,2020-02-18,ED-CAMBIO POR EDAD,BATERIA,13
ALICANTE,2020-02-18,CM-CAMBIO CLASE O MODELO,GALERIA,13
ALICANTE,2020-02-18,TE-INSTALAR TELELECTURA,FACHADA,13
ALICANTE,2020-02-18,TE-INSTALAR TELELECTURA,ARQUETA,13
ALICANTE,2020-02-18,TE-INSTALAR TELELECTURA,ARQUETA,13
ALICANTE,2020-02-18,ED-CAMBIO POR EDAD,ARQUETA,13
ALICANTE,2020-02-18,CM-CAMBIO CLASE O MODELO,GALERIA,13
ALICANTE,2020-02-18,ED-CAMBIO POR EDAD,BATERIA,13
ALICANTE,2020-02-18,CM-CAMBIO CLASE O MODELO,ARQUETA,15
ALICANTE,2020-02-18,CM-CAMBIO CLASE O MODELO,GALERIA,20
ALICANTE,2020-02-18,TE-INSTALAR TELELECTURA,FACHADA,25
ALICANTE,2020-02-18,TE-INSTALAR TELELECTURA,ARQUETA,13
ALICANTE,2020-02-18,CM-CAMBIO CLASE O MODELO,ARQUETA,25
ALICANTE,2020-02-19,CM-CAMBIO CLASE O MODELO,FACHADA,13
ALICANTE,2020-02-19,ED-CAMBIO POR EDAD,BATERIA,20
ALICANTE,2020-02-19,TE-INSTALAR TELELECTURA,FACHADA,13
ALICANTE,2020-02-19,TE-INSTALAR TELELECTURA,ARQUETA,13
ALICANTE,2020-02-19,ED-CAMBIO POR EDAD,FACHADA,13
ALICANTE,2020-02-19,CM-CAMBIO CLASE O MODELO,BATERIA,13
ALICANTE,2020-02-19,ED-CAMBIO POR EDAD,ARQUETA,13
ALICANTE,2020-02-19,ED-CAMBIO POR EDAD,FACHADA,15
ALICANTE,2020-02-19,ED-CAMBIO POR EDAD,ARQUETA,15
ALICANTE,2020-02-20,TE-INSTALAR TELELECTURA,BATERIA,15
ALICANTE,2020-02-20,ED-CAMBIO POR EDAD,ARQUETA,13
ALICANTE,2020-02-20,CM-CAMBIO CLASE O MODELO,FACHADA,20
ALICANTE,2020-02-20,CM-CAMBIO CLASE O MODELO,ARQUETA,13
ALICANTE,2020-02-20,ED-CAMBIO POR EDAD,FACHADA,13
ALICANTE,2020-02-20,TE-INSTALAR TELELECTURA,ARQUETA,13
ALICANTE,2020-02-20,ED-CAMBIO POR EDAD,ARQUETA,13
ALICANTE,2020-02-20,TE-INSTALAR TELELECTURA,FACHADA,13
ALICANTE,2020-02-20,TE-INSTALAR TELELECTURA,ARQUETA,13
ALICANTE,2020-02-20,TE-INSTALAR TELELECTURA,FACHADA,13
ALICANTE,2020-02-20,TE-INSTALAR TELELECTURA,BATERIA,13
ALICANTE,2020-02-21,TE-INSTALAR TELELECTURA,BATERIA,13
ALICANTE,2020-02-21,ED-CAMBIO POR EDAD,GALERIA,13
ALICANTE,2020-02-21,ED-CAMBIO POR EDAD,GALERIA,13
ALICANTE,2020-02-21,CM-CAMBIO CLASE O MODELO,BATERIA,13
ALICANTE,2020-02-21,TE-INSTALAR TELELECTURA,GALERIA,20
ALICANTE,2020-02-21,TE-INSTALAR TELELECTURA,ARQUETA,13
ALICANTE,2020-02-21,CM-CAMBIO CLASE O MODELO,ARQUETA,13
ALICANTE,2020-02-21,ED-CAMBIO POR EDAD,BATERIA,15
ALICANTE,2020-02-21,TE-INSTALAR TELELECTURA,ARQUETA,13
ALICANTE,2020-02-21,TE-INSTALAR TELELECTURA,GALERIA,13
ALICANTE,2020-02-22,ED-CAMBIO POR EDAD,GALERIA,13
ALICANTE,2020-02-22,CM-CAMBIO CLASE O MODELO,GALERIA,13
ALICANTE,2020-02-22,CM-CAMBIO CLASE O MODELO,ARQUETA,20
ALICANTE,2020-02-22,TE-INSTALAR TELELECTURA,GALERIA,13
ALICANTE,2020-02-22,ED-CAMBIO POR EDAD,BATERIA,13
ALICANTE,2020-02-22,TE-INSTALAR TELELECTURA,ARQUETA,13
ALICANTE,2020-02-22,ED-CAMBIO POR EDAD,GALERIA,15
ALICANTE,2020-02-22,ED-CAMBIO POR EDAD,ARQUETA,13
ALICANTE,2020-02-22,TE-INSTALAR TELELECTURA,ARQUETA,13
ALICANTE,2020-02-22,TE-INSTALAR TELELECTURA,ARQUETA,20
ALICANTE,2020-02-23,TE-INSTALAR TELELECTURA,ARQUETA,13
ALICANTE,2020-02-23,TE-INSTALAR TELELECTURA,FACHADA,13
ALICANTE,2020-02-23,TE-INSTALAR TELELECTURA,GALERIA,13
ALICANTE,2020-02-23,CM-CAMBIO CLASE O MODELO,ARQUETA,13
ALICANTE,2020-02-23,TE-INSTALAR TELELECTURA,BATERIA,13
ALICANTE,2020-02-23,CM-CAMBIO CLASE O MODELO,GALERIA,13
ALICANTE,2020-02-23,ED-CAMBIO POR EDAD,FACHADA,13
ALICANTE,2020-02-23,CM-CAMBIO CLASE O MODELO,FACHADA,13
ALICANTE,2020-02-23,TE-INSTALAR TELELECTURA,FACHADA,15
ALICANTE,2020-02-23,TE-INSTALAR TELELECTURA,GALERIA,13
ALICANTE,2020-02-23,ED-CAMBIO POR EDAD,ARQUETA,13
ALICANTE,2020-02-23,CM-CAMBIO CLASE O MODELO,GALERIA,13
ALICANTE,2020-02-24,ED-CAMBIO POR EDAD,FACHADA,15
ALICANTE,2020-02-24,CM-CAMBIO CLASE O MODELO,ARQUETA,13
ALICANTE,2020-02-24,CM-CAMBIO CLASE O MODELO,ARQUETA,13
ALICANTE,2020-02-24,TE-INSTALAR TELELECTURA,BATERIA,13
ALICANTE,2020-02-24,TE-INSTALAR TELELECTURA,GALERIA,15
ALICANTE,2020-02-24,TE-INSTALAR TELELECTURA,FACHADA,13
ALICANTE,2020-02-24,ED-CAMBIO POR EDAD,BATERIA,13
ALICANTE,2020-02-24,CM-CAMBIO CLASE O MODELO,ARQUETA,13
ALICANTE,2020-02-24,TE-INSTALAR TELELECTURA,FACHADA,13
ALICANTE,2020-02-24,CM-CAMBIO CLASE O MODELO,BATERIA,13
ALICANTE,2020-02-24,CM-CAMBIO CLASE O MODELO,BATERIA,15
ALICANTE,2020-02-24,CM-CAMBIO CLASE O MODELO,FACHADA,13
ALICANTE,2020-02-24,CM-CAMBIO CLASE O MODELO,GALERIA,15
ALICANTE,2020-02-25,TE-INSTALAR TELELECTURA,BATERIA,13
ALICANTE,2020-02-25,TE-INSTALAR TELELECTURA,BATERIA,13
ALICANTE,2020-02-25,ED-CAMBIO POR EDAD,BATERIA,13
ALICANTE,2020-02-25,TE-INSTALAR TELELECTURA,ARQUETA,15
ALICANTE,2020-02-25,TE-INSTALAR TELELECTURA,FACHADA,13
ALICANTE,2020-02-25,TE-INSTALAR TELELECTURA,GALERIA,13
ALICANTE,2020-02-25,ED-CAMBIO POR EDAD,BATERIA,13
ALICANTE,2020-02-25,ED-CAMBIO POR EDAD,BATERIA,13
ALICANTE,2020-02-25,ED-CAMBIO POR EDAD,GALERIA,15
ALICANTE,2020-02-25,TE-INSTALAR TELELECTURA,GALERIA,13
ALICANTE,2020-02-25,TE-INSTALAR TELELECTURA,BATERIA,13
ALICANTE,2020-02-25,ED-CAMBIO POR EDAD,FACHADA,13
ALICANTE,2020-02-25,TE-INSTALAR TELELECTURA,BATERIA,25
ALICANTE,2020-02-25,CM-CAMBIO CLASE O MODELO,FACHADA,13
ALICANTE,2020-02-25,TE-INSTALAR TELELECTURA,ARQUETA,15
ALICANTE,2020-02-25,TE-INSTALAR TELELECTURA,BATERIA,15
ALICANTE,2020-02-25,ED-CAMBIO POR EDAD,ARQUETA,13
ALICANTE,2020-02-26,CM-CAMBIO CLASE O MODELO,BATERIA,13
ALICANTE,2020-02-26,CM-CAMBIO CLASE O MODELO,FACHADA,25
ALICANTE,2020-02-26,ED-CAMBIO POR EDAD,GALERIA,20
ALICANTE,2020-02-26,CM-CAMBIO CLASE O MODELO,ARQUETA,15
ALICANTE,2020-02-26,CM-CAMBIO CLASE O MODELO,FACHADA,20
ALICANTE,2020-02-26,TE-INSTALAR TELELECTURA,GALERIA,15
ALICANTE,2020-02-26,ED-CAMBIO POR EDAD,GALERIA,13
ALICANTE,2020-02-26,ED-CAMBIO POR EDAD,GALERIA,15
ALICANTE,2020-02-26,CM-CAMBIO CLASE O MODELO,BATERIA,13
ALICANTE,2020-02-26,CM-CAMBIO CLASE O MODELO,GALERIA,20
ALICANTE,2020-02-26,TE-INSTALAR TELELECTURA,ARQUETA,15
ALICANTE,2020-02-26,CM-CAMBIO CLASE O MODELO,BATERIA,13
ALICANTE,2020-02-26,ED-CAMBIO POR EDAD,ARQUETA,13
ALICANTE,2020-02-27,ED-CAMBIO POR EDAD,BATERIA,13
ALICANTE,2020-02-27,TE-INSTALAR TELELECTURA,GALERIA,13
ALICANTE,2020-02-27,ED-CAMBIO POR EDAD,FACHADA,15
ALICANTE,2020-02-27,CM-CAMBIO CLASE O MODELO,FACHADA,13
ALICANTE,2020-02-27,TE-INSTALAR TELELECTURA,GALERIA,13
ALICANTE,2020-02-27,CM-CAMBIO CLASE O MODELO,BATERIA,15
ALICANTE,2020-02-27,TE-INSTALAR TELELECTURA,ARQUETA,13
ALICANTE,2020-02-27,CM-CAMBIO CLASE O MODELO,FACHADA,13
ALICANTE,2020-02-27,CM-CAMBIO CLASE O MODELO,GALERIA,13
ALICANTE,2020-02-27,TE-INSTALAR TELELECTURA,GALERIA,13
ALICANTE,2020-02-27,ED-CAMBIO POR EDAD,GALERIA,20
ALICANTE,2020-02-28,TE-INSTALAR TELELECTURA,ARQUETA,13
ALICANTE,2020-02-28,ED-CAMBIO POR EDAD,GALERIA,13
ALICANTE,2020-02-28,CM-CAMBIO CLASE O MODELO,GALERIA,20
ALICANTE,2020-02-28,TE-INSTALAR TELELECTURA,BATERIA,13
ALICANTE,2020-02-28,TE-INSTALAR TELELECTURA,FACHADA,25
ALICANTE,2020-02-28,ED-CAMBIO POR EDAD,BATERIA,13
ALICANTE,2020-02-28,TE-INSTALAR TELELECTURA,FACHADA,20
ALICANTE,2020-02-28,ED-CAMBIO POR EDAD,GALERIA,13
ALICANTE,2020-02-28,ED-CAMBIO POR EDAD,BATERIA,13
ALICANTE,2020-02-28,TE-INSTALAR TELELECTURA,FACHADA,15
ALICANTE,2020-02-28,ED-CAMBIO POR EDAD,GALERIA,13
ALICANTE,2020-02-28,ED-CAMBIO POR EDAD,BATERIA,15
ALICANTE,2020-03-01,TE-INSTALAR TELELECTURA,FACHADA,13
ALICANTE,2020-03-01,TE-INSTALAR TELELECTURA,ARQUETA,13
ALICANTE,2020-03-01,ED-CAMBIO POR EDAD,BATERIA,13
ALICANTE,2020-03-01,ED-CAMBIO POR EDAD,FACHADA,13
ALICANTE,2020-03-01,ED-CAMBIO POR EDAD,GALERIA,13
ALICANTE,2020-03-01,TE-INSTALAR TELELECTURA,ARQUETA,13
ALICANTE,2020-03-01,TE-INSTALAR TELELECTURA,GALERIA,13
ALICANTE,2020-03-01,CM-CAMBIO CLASE O MODELO,ARQUETA,15
ALICANTE,2020-03-01,CM-CAMBIO CLASE O MODELO,BATERIA,13
ALICANTE,2020-03-01,ED-CAMBIO POR EDAD,ARQUETA,25
ALICANTE,2020-03-01,CM-CAMBIO CLASE O MODELO,BATERIA,13
ALICANTE,2020-03-01,CM-CAMBIO CLASE O MODELO,FACHADA,13
ALICANTE,2020-03-01,TE-INSTALAR TELELECTURA,FACHADA,13
ALICANTE,2020-03-01,CM-CAMBIO CLASE O MODELO,GALERIA,13
ALICANTE,2020-03-01,ED-CAMBIO POR EDAD,GALERIA,13
ALICANTE,2020-03-02,TE-INSTALAR TELELECTURA,FACHADA,15
ALICANTE,2020-03-02,ED-CAMBIO POR EDAD,ARQUETA,13
ALICANTE,2020-03-02,ED-CAMBIO POR EDAD,GALERIA,13
ALICANTE,2020-03-02,ED-CAMBIO POR EDAD,GALERIA,13
ALICANTE,2020-03-02,ED-CAMBIO POR EDAD,FACHADA,13
ALICANTE,2020-03-02,ED-CAMBIO POR EDAD,GALERIA,25
ALICANTE,2020-03-02,TE-INSTALAR TELELECTURA,ARQUETA,13
ALICANTE,2020-03-02,TE-INSTALAR TELELECTURA,ARQUETA,25
ALICANTE,2020-03-02,TE-INSTALAR TELELECTURA,BATERIA,13
ALICANTE,2020-03-02,TE-INSTALAR TELELECTURA,GALERIA,15
ALICANTE,2020-03-03,CM-CAMBIO CLASE O MODELO,ARQUETA,25
ALICANTE,2020-03-03,ED-CAMBIO POR EDAD,BATERIA,13
ALICANTE,2020-03-03,ED-CAMBIO POR EDAD,GALERIA,13
ALICANTE,2020-03-03,TE-INSTALAR TELELECTURA,FACHADA,13
ALICANTE,2020-03-03,ED-CAMBIO POR EDAD,ARQUETA,13
ALICANTE,2020-03-03,CM-CAMBIO CLASE O MODELO,FACHADA,15
ALICANTE,2020-03-03,CM-CAMBIO CLASE O MODELO,ARQUETA,13
ALICANTE,2020-03-03,RO-CONTADOR ROTO,BATERIA,13
ALICANTE,2020-03-03,CM-CAMBIO CLASE O MODELO,BATERIA,13
ALICANTE,2020-03-03,CM-CAMBIO CLASE O MODELO,FACHADA,20
ALICANTE,2020-03-03,ED-CAMBIO POR EDAD,GALERIA,15
ALICANTE,2020-03-03,CM-CAMBIO CLASE O MODELO,ARQUETA,15
ALICANTE,2020-03-03,CM-CAMBIO CLASE O MODELO,FACHADA,13
ALICANTE,2020-03-03,TE-INSTALAR TELELECTURA,GALERIA,13
ALICANTE,2020-03-03,CM-CAMBIO CLASE O MODELO,ARQUETA,13
ALICANTE,2020-03-03,TE-INSTALAR TELELECTURA,GALERIA,15
ALICANTE,2020-03-04,CM-CAMBIO CLASE O MODELO,FACHADA,13
ALICANTE,2020-03-04,TE-INSTALAR TELELECTURA,BATERIA,13
ALICANTE,2020-03-04,CM-CAMBIO CLASE O MODELO,BATERIA,13
ALICANTE,2020-03-04,CM-CAMBIO CLASE O MODELO,ARQUETA,13
ALICANTE,2020-03-04,ED-CAMBIO POR EDAD,GALERIA,25
ALICANTE,2020-03-04,ED-CAMBIO POR EDAD,FACHADA,13
ALICANTE,2020-03-04,TE-INSTALAR TELELECTURA,ARQUETA,20
ALICANTE,2020-03-04,MR-MARCHA AL REVES,ARQUETA,13
ALICANTE,2020-03-04,TE-INSTALAR TELELECTURA,BATERIA,13
ALICANTE,2020-03-04,TE-INSTALAR TELELECTURA,GALERIA,15
ALICANTE,2020-03-04,ED-CAMBIO POR EDAD,FACHADA,13
ALICANTE,2020-03-05,TE-INSTALAR TELELECTURA,FACHADA,13
ALICANTE,2020-03-05,TE-INSTALAR TELELECTURA,GALERIA,13
ALICANTE,2020-03-05,TE-INSTALAR TELELECTURA,FACHADA,20
ALICANTE,2020-03-05,CM-CAMBIO CLASE O MODELO,FACHADA,13
ALICANTE,2020-03-05,ED-CAMBIO POR EDAD,GALERIA,13
ALICANTE,2020-03-05,CM-CAMBIO CLASE O MODELO,GALERIA,15
ALICANTE,2020-03-05,CM-CAMBIO CLASE O MODELO,FACHADA,13
ALICANTE,2020-03-05,TE-INSTALAR TELELECTURA,ARQUETA,13
ALICANTE,2020-03-05,TE-INSTALAR TELELECTURA,ARQUETA,20
ALICANTE,2020-03-05,ED-CAMBIO POR EDAD,GALERIA,13
ALICANTE,2020-03-05,ED-CAMBIO POR EDAD,FACHADA,13
ALICANTE,2020-03-06,TE-INSTALAR TELELECTURA,GALERIA,13
ALICANTE,2020-03-06,TE-INSTALAR TELELECTURA,BATERIA,13
ALICANTE,2020-03-06,CM-CAMBIO CLASE O MODELO,GALERIA,13
ALICANTE,2020-03-06,TE-INSTALAR TELELECTURA,GALERIA,13
ALICANTE,2020-03-06,CM-CAMBIO CLASE O MODELO,BATERIA,13
ALICANTE,2020-03-06,CM-CAMBIO CLASE O MODELO,GALERIA,13
ALICANTE,2020-03-06,ED-CAMBIO POR EDAD,FACHADA,20
ALICANTE,2020-03-06,ED-CAMBIO POR EDAD,BATERIA,13
ALICANTE,2020-03-06,TE-INSTALAR TELELECTURA,GALERIA,13
ALICANTE,2020-03-06,ED-CAMBIO POR EDAD,BATERIA,20
ALICANTE,2020-03-06,CM-CAMBIO CLASE O MODELO,BATERIA,13
ALICANTE,2020-03-06,ED-CAMBIO POR EDAD,FACHADA,13
ALICANTE,2020-03-06,CM-CAMBIO CLASE O MODELO,FACHADA,13
ALICANTE,2020-03-07,TE-INSTALAR TELELECTURA,ARQUETA,13
ALICANTE,2020-03-07,TE-INSTALAR TELELECTURA,ARQUETA,13
ALICANTE,2020-03-07,RO-CONTADOR ROTO,ARQUETA,13
ALICANTE,2020-03-07,ED-CAMBIO POR EDAD,FACHADA,13
ALICANTE,2020-03-07,TE-INSTALAR TELELECTURA,GALERIA,13
ALICANTE,2020-03-07,CM-CAMBIO CLASE O MODELO,FACHADA,13
ALICANTE,2020-03-07,ED-CAMBIO POR EDAD,BATERIA,13
ALICANTE,2020-03-07,ED-CAMBIO POR EDAD,ARQUETA,13
ALICANTE,2020-03-08,TE-INSTALAR TELELECTURA,ARQUETA,13
ALICANTE,2020-03-08,CM-CAMBIO CLASE O MODELO,BATERIA,13
