Barrio,Uso,Fecha (aaaa/mm/dd),Consumo (litros),Nº Contratos
24-SAN BLAS - SANTO DOMINGO,NO DOMESTICO,2022/03/31,"1,676,818",401
25-ALTOZANO - CONDE LUMIARES,COMERCIAL,2022/03/31,"374,771",63
25-ALTOZANO - CONDE LUMIARES,DOMESTICO,2022/03/31,"24,275,774","3,845"
25-ALTOZANO - CONDE LUMIARES,NO DOMESTICO,2022/03/31,"1,903,206",280
26-SIDI IFNI - NOU ALACANT,COMERCIAL,2022/03/31,"6,117",9
26-SIDI IFNI - NOU ALACANT,DOMESTICO,2022/03/31,"4,116,586",710
26-SIDI IFNI - NOU ALACANT,NO DOMESTICO,2022/03/31,"683,542",29
27-SAN FERNANDO-PRIN. MERCEDES,COMERCIAL,2022/03/31,"121,497",16
27-SAN FERNANDO-PRIN. MERCEDES,DOMESTICO,2022/03/31,"8,180,613","1,494"
27-SAN FERNANDO-PRIN. MERCEDES,NO DOMESTICO,2022/03/31,"565,759",62
28-EL PALMERAL,COMERCIAL,2022/03/31,"133,103",17
28-EL PALMERAL,DOMESTICO,2022/03/31,"4,432,807",718
28-EL PALMERAL,NO DOMESTICO,2022/03/31,"13,083,270",65
29-URBANOVA,COMERCIAL,2022/03/31,"276,276",9
29-URBANOVA,DOMESTICO,2022/03/31,"2,889,488","1,351"
29-URBANOVA,NO DOMESTICO,2022/03/31,"1,054,482",34
2-SAN ANTON,COMERCIAL,2022/03/31,"45,975",12
2-SAN ANTON,DOMESTICO,2022/03/31,"4,560,874",838
2-SAN ANTON,NO DOMESTICO,2022/03/31,"472,904",89
30-DIVINA PASTORA,COMERCIAL,2022/03/31,"194,769",25
30-DIVINA PASTORA,DOMESTICO,2022/03/31,"4,324,032",591
30-DIVINA PASTORA,NO DOMESTICO,2022/03/31,"1,901,786",131
31-CIUDAD JARDIN,COMERCIAL,2022/03/31,6,1
31-CIUDAD JARDIN,DOMESTICO,2022/03/31,"2,942,723",358
31-CIUDAD JARDIN,NO DOMESTICO,2022/03/31,"295,124",10
32-VIRGEN DEL REMEDIO,COMERCIAL,2022/03/31,"101,256",19
32-VIRGEN DEL REMEDIO,DOMESTICO,2022/03/31,"29,174,168","5,239"
32-VIRGEN DEL REMEDIO,NO DOMESTICO,2022/03/31,"1,363,631",122
33- MORANT -SAN NICOLAS BARI,COMERCIAL,2022/03/31,"727,796",25
33- MORANT -SAN NICOLAS BARI,DOMESTICO,2022/03/31,"16,501,750","2,546"
33- MORANT -SAN NICOLAS BARI,NO DOMESTICO,2022/03/31,"996,211",97
34-COLONIA REQUENA,COMERCIAL,2022/03/31,"87,028",8
34-COLONIA REQUENA,DOMESTICO,2022/03/31,"2,004,614",382
34-COLONIA REQUENA,NO DOMESTICO,2022/03/31,"15,270",10
35-VIRGEN DEL CARMEN,COMERCIAL,2022/03/31,,
35-VIRGEN DEL CARMEN,DOMESTICO,2022/03/31,"3,188,905",485
35-VIRGEN DEL CARMEN,NO DOMESTICO,2022/03/31,"650,532",16
36-CUATROCIENTAS VIVIENDAS,COMERCIAL,2022/03/31,34,2
36-CUATROCIENTAS VIVIENDAS,DOMESTICO,2022/03/31,"1,211,037",238
36-CUATROCIENTAS VIVIENDAS,NO DOMESTICO,2022/03/31,"141,419",17
37-JUAN XXIII,COMERCIAL,2022/03/31,"1,379,818",11
37-JUAN XXIII,DOMESTICO,2022/03/31,"11,718,638","2,098"
37-JUAN XXIII,NO DOMESTICO,2022/03/31,"3,310,444",38
38-VISTAHERMOSA,COMERCIAL,2022/03/31,"542,858",22
38-VISTAHERMOSA,DOMESTICO,2022/03/31,"15,382,460","2,139"
38-VISTAHERMOSA,NO DOMESTICO,2022/03/31,"9,638,051",128
39-ALBUFERETA,COMERCIAL,2022/03/31,"343,227",58
39-ALBUFERETA,DOMESTICO,2022/03/31,"37,162,342","7,303"
39-ALBUFERETA,NO DOMESTICO,2022/03/31,"7,689,410",316
3-CENTRO,COMERCIAL,2022/03/31,"3,072,842",296
3-CENTRO,DOMESTICO,2022/03/31,"17,695,155","3,515"
3-CENTRO,NO DOMESTICO,2022/03/31,"8,087,288","1,046"
40-CABO DE LAS HUERTAS,COMERCIAL,2022/03/31,"335,705",33
40-CABO DE LAS HUERTAS,DOMESTICO,2022/03/31,"43,794,848","6,346"
40-CABO DE LAS HUERTAS,NO DOMESTICO,2022/03/31,"5,174,710",170
41-PLAYA DE SAN JUAN,COMERCIAL,2022/03/31,"2,412,659",173
41-PLAYA DE SAN JUAN,DOMESTICO,2022/03/31,"77,249,980","14,297"
41-PLAYA DE SAN JUAN,NO DOMESTICO,2022/03/31,"10,708,315",489
4-MERCADO,COMERCIAL,2022/03/31,"892,695",161
4-MERCADO,DOMESTICO,2022/03/31,"28,402,020","5,024"
4-MERCADO,NO DOMESTICO,2022/03/31,"4,816,370",635
53-POLIGONO ATALAYAS,COMERCIAL,2022/03/31,"412,645",34
53-POLIGONO ATALAYAS,NO DOMESTICO,2022/03/31,"9,756,207",152
54-POLIGONO VALLONGA,COMERCIAL,2022/03/31,"1,183,016",54
54-POLIGONO VALLONGA,NO DOMESTICO,2022/03/31,"7,116,139",213
55-PUERTO,COMERCIAL,2022/03/31,"6,710",2
55-PUERTO,NO DOMESTICO,2022/03/31,"2,241,898",16
56-DISPERSOS,DOMESTICO,2022/03/31,"111,326",3
56-DISPERSOS,NO DOMESTICO,2022/03/31,"223,656",5
5-CAMPOAMOR,COMERCIAL,2022/03/31,"336,528",70
5-CAMPOAMOR,DOMESTICO,2022/03/31,"25,876,674","4,464"
5-CAMPOAMOR,NO DOMESTICO,2022/03/31,"3,007,845",346
6-LOS ANGELES,COMERCIAL,2022/03/31,"280,789",61
6-LOS ANGELES,DOMESTICO,2022/03/31,"27,344,151","4,405"
6-LOS ANGELES,NO DOMESTICO,2022/03/31,"1,963,099",355
7-SAN AGUSTIN,COMERCIAL,2022/03/31,"23,672",3
7-SAN AGUSTIN,DOMESTICO,2022/03/31,"4,283,598",652
7-SAN AGUSTIN,NO DOMESTICO,2022/03/31,"1,281,982",36
8-ALIPARK,COMERCIAL,2022/03/31,"16,400",12
8-ALIPARK,DOMESTICO,2022/03/31,"5,540,798","1,053"
8-ALIPARK,NO DOMESTICO,2022/03/31,"217,598",71
9-FLORIDA ALTA,COMERCIAL,2022/03/31,"240,588",31
9-FLORIDA ALTA,DOMESTICO,2022/03/31,"10,445,316","1,802"
9-FLORIDA ALTA,NO DOMESTICO,2022/03/31,"679,437",192
BACAROT,COMERCIAL,2022/03/31,338,2
BACAROT,DOMESTICO,2022/03/31,"1,908,329",241
BACAROT,NO DOMESTICO,2022/03/31,"2,246,109",42
FONTCALENT,DOMESTICO,2022/03/31,"3,022,199",333
FONTCALENT,NO DOMESTICO,2022/03/31,"120,453",7
LA ALCORAYA,DOMESTICO,2022/03/31,"1,353,060",212
LA ALCORAYA,NO DOMESTICO,2022/03/31,"1,267,499",2
LA CAÑADA,COMERCIAL,2022/03/31,"92,844",1
LA CAÑADA,DOMESTICO,2022/03/31,"5,711,568",708
LA CAÑADA,NO DOMESTICO,2022/03/31,"5,319,113",23
MONNEGRE,DOMESTICO,2022/03/31,"992,377",106
MONNEGRE,NO DOMESTICO,2022/03/31,"1,254",1
MORALET,DOMESTICO,2022/03/31,"6,078,782",792
MORALET,NO DOMESTICO,2022/03/31,"207,928",22
PDA VALLONGA,DOMESTICO,2022/03/31,"1,093,885",145
REBOLLEDO,COMERCIAL,2022/03/31,"23,377",1
REBOLLEDO,DOMESTICO,2022/03/31,"3,879,712",539
REBOLLEDO,NO DOMESTICO,2022/03/31,"387,424",21
SANTA FAZ,COMERCIAL,2022/03/31,"44,782",4
SANTA FAZ,DOMESTICO,2022/03/31,"3,954,739",368
SANTA FAZ,NO DOMESTICO,2022/03/31,"726,463",34
TABARCA,COMERCIAL,2022/03/31,"1,013",1
TABARCA,DOMESTICO,2022/03/31,"148,489",144
TABARCA,NO DOMESTICO,2022/03/31,"166,388",21
VERDEGAS,COMERCIAL,2022/03/31,"5,454",2
VERDEGAS,DOMESTICO,2022/03/31,"1,123,775",204
VERDEGAS,NO DOMESTICO,2022/03/31,"53,443",5
VILLAFRANQUEZA,COMERCIAL,2022/03/31,"15,325",6
VILLAFRANQUEZA,DOMESTICO,2022/03/31,"9,076,184","1,359"
VILLAFRANQUEZA,NO DOMESTICO,2022/03/31,"1,302,536",104
10-FLORIDA BAJA,COMERCIAL,2022/04/30,"448,273",90
10-FLORIDA BAJA,DOMESTICO,2022/04/30,"27,133,685","4,671"
10-FLORIDA BAJA,NO DOMESTICO,2022/04/30,"4,006,257",414
11-CIUDAD DE ASIS,COMERCIAL,2022/04/30,"2,516,115",90
11-CIUDAD DE ASIS,DOMESTICO,2022/04/30,"13,650,977","2,259"
11-CIUDAD DE ASIS,NO DOMESTICO,2022/04/30,"15,622,430",525
12-POLIGONO BABEL,COMERCIAL,2022/04/30,"778,000",74
12-POLIGONO BABEL,DOMESTICO,2022/04/30,"37,569,252","5,749"
12-POLIGONO BABEL,NO DOMESTICO,2022/04/30,"4,349,151",266
13-SAN GABRIEL,COMERCIAL,2022/04/30,"192,583",26
13-SAN GABRIEL,DOMESTICO,2022/04/30,"14,355,205","2,180"
13-SAN GABRIEL,NO DOMESTICO,2022/04/30,"2,598,630",156
14-ENSANCHE DIPUTACION,COMERCIAL,2022/04/30,"1,829,688",342
14-ENSANCHE DIPUTACION,DOMESTICO,2022/04/30,"38,907,394","6,983"
14-ENSANCHE DIPUTACION,NO DOMESTICO,2022/04/30,"18,424,494","1,218"
15-POLIGONO SAN BLAS,COMERCIAL,2022/04/30,"610,163",95
15-POLIGONO SAN BLAS,DOMESTICO,2022/04/30,"62,562,901","9,026"
15-POLIGONO SAN BLAS,NO DOMESTICO,2022/04/30,"9,073,999",340
16-PLA DEL BON REPOS,COMERCIAL,2022/04/30,"381,298",78
16-PLA DEL BON REPOS,DOMESTICO,2022/04/30,"28,721,835","5,677"
16-PLA DEL BON REPOS,NO DOMESTICO,2022/04/30,"2,649,810",323
17-CAROLINAS ALTAS,COMERCIAL,2022/04/30,"647,831",131
17-CAROLINAS ALTAS,DOMESTICO,2022/04/30,"43,023,005","7,346"
17-CAROLINAS ALTAS,NO DOMESTICO,2022/04/30,"9,636,593",671
18-CAROLINAS BAJAS,COMERCIAL,2022/04/30,"178,159",62
18-CAROLINAS BAJAS,DOMESTICO,2022/04/30,"18,131,171","3,250"
18-CAROLINAS BAJAS,NO DOMESTICO,2022/04/30,"1,225,161",285
19-GARBINET,COMERCIAL,2022/04/30,"799,400",87
19-GARBINET,DOMESTICO,2022/04/30,"37,766,165","5,345"
19-GARBINET,NO DOMESTICO,2022/04/30,"5,436,673",268
1-BENALUA,COMERCIAL,2022/04/30,"548,037",132
1-BENALUA,DOMESTICO,2022/04/30,"23,801,132","4,446"
1-BENALUA,NO DOMESTICO,2022/04/30,"2,530,609",513
20-RABASA,COMERCIAL,2022/04/30,"27,845",5
20-RABASA,DOMESTICO,2022/04/30,"6,586,724",975
20-RABASA,NO DOMESTICO,2022/04/30,"2,032,712",68
21-TOMBOLA,COMERCIAL,2022/04/30,"16,792",6
21-TOMBOLA,DOMESTICO,2022/04/30,"6,323,750",986
21-TOMBOLA,NO DOMESTICO,2022/04/30,"126,090",53
22-CASCO ANTIGUO - SANTA CRUZ,COMERCIAL,2022/04/30,"1,365,701",105
22-CASCO ANTIGUO - SANTA CRUZ,DOMESTICO,2022/04/30,"8,451,133","1,695"
22-CASCO ANTIGUO - SANTA CRUZ,NO DOMESTICO,2022/04/30,"6,206,898",354
23-RAVAL ROIG -V. DEL SOCORRO,COMERCIAL,2022/04/30,"32,772",6
23-RAVAL ROIG -V. DEL SOCORRO,DOMESTICO,2022/04/30,"4,308,179","1,010"
23-RAVAL ROIG -V. DEL SOCORRO,NO DOMESTICO,2022/04/30,"299,857",68
24-SAN BLAS - SANTO DOMINGO,COMERCIAL,2022/04/30,"242,043",64
24-SAN BLAS - SANTO DOMINGO,DOMESTICO,2022/04/30,"21,298,958","3,843"
24-SAN BLAS - SANTO DOMINGO,NO DOMESTICO,2022/04/30,"1,460,787",401
25-ALTOZANO - CONDE LUMIARES,COMERCIAL,2022/04/30,"424,621",63
25-ALTOZANO - CONDE LUMIARES,DOMESTICO,2022/04/30,"23,527,688","3,842"
25-ALTOZANO - CONDE LUMIARES,NO DOMESTICO,2022/04/30,"1,615,382",280
26-SIDI IFNI - NOU ALACANT,COMERCIAL,2022/04/30,"5,601",9
26-SIDI IFNI - NOU ALACANT,DOMESTICO,2022/04/30,"4,124,553",713
26-SIDI IFNI - NOU ALACANT,NO DOMESTICO,2022/04/30,"424,417",29
27-SAN FERNANDO-PRIN. MERCEDES,COMERCIAL,2022/04/30,"122,696",16
27-SAN FERNANDO-PRIN. MERCEDES,DOMESTICO,2022/04/30,"8,087,202","1,493"
27-SAN FERNANDO-PRIN. MERCEDES,NO DOMESTICO,2022/04/30,"438,407",62
28-EL PALMERAL,COMERCIAL,2022/04/30,"163,565",17
28-EL PALMERAL,DOMESTICO,2022/04/30,"4,448,290",716
28-EL PALMERAL,NO DOMESTICO,2022/04/30,"12,279,708",64
29-URBANOVA,COMERCIAL,2022/04/30,"355,721",9
29-URBANOVA,DOMESTICO,2022/04/30,"3,848,923","1,353"
29-URBANOVA,NO DOMESTICO,2022/04/30,"855,950",32
2-SAN ANTON,COMERCIAL,2022/04/30,"46,265",12
2-SAN ANTON,DOMESTICO,2022/04/30,"4,663,910",838
2-SAN ANTON,NO DOMESTICO,2022/04/30,"520,440",89
30-DIVINA PASTORA,COMERCIAL,2022/04/30,"125,824",24
30-DIVINA PASTORA,DOMESTICO,2022/04/30,"4,146,230",591
30-DIVINA PASTORA,NO DOMESTICO,2022/04/30,"1,582,725",131
31-CIUDAD JARDIN,COMERCIAL,2022/04/30,666,1
31-CIUDAD JARDIN,DOMESTICO,2022/04/30,"2,843,519",360
31-CIUDAD JARDIN,NO DOMESTICO,2022/04/30,"360,067",10
32-VIRGEN DEL REMEDIO,COMERCIAL,2022/04/30,"81,614",19
32-VIRGEN DEL REMEDIO,DOMESTICO,2022/04/30,"28,920,299","5,243"
32-VIRGEN DEL REMEDIO,NO DOMESTICO,2022/04/30,"1,230,224",121
33- MORANT -SAN NICOLAS BARI,COMERCIAL,2022/04/30,"629,490",25
33- MORANT -SAN NICOLAS BARI,DOMESTICO,2022/04/30,"15,807,587","2,551"
33- MORANT -SAN NICOLAS BARI,NO DOMESTICO,2022/04/30,"857,196",97
34-COLONIA REQUENA,COMERCIAL,2022/04/30,"31,646",8
34-COLONIA REQUENA,DOMESTICO,2022/04/30,"1,977,734",382
34-COLONIA REQUENA,NO DOMESTICO,2022/04/30,"11,230",10
35-VIRGEN DEL CARMEN,COMERCIAL,2022/04/30,,
35-VIRGEN DEL CARMEN,DOMESTICO,2022/04/30,"3,203,177",485
35-VIRGEN DEL CARMEN,NO DOMESTICO,2022/04/30,"648,840",16
36-CUATROCIENTAS VIVIENDAS,COMERCIAL,2022/04/30,51,2
36-CUATROCIENTAS VIVIENDAS,DOMESTICO,2022/04/30,"1,235,600",238
36-CUATROCIENTAS VIVIENDAS,NO DOMESTICO,2022/04/30,"120,892",17
37-JUAN XXIII,COMERCIAL,2022/04/30,"1,324,899",13
37-JUAN XXIII,DOMESTICO,2022/04/30,"12,054,307","2,101"
37-JUAN XXIII,NO DOMESTICO,2022/04/30,"2,682,432",40
38-VISTAHERMOSA,COMERCIAL,2022/04/30,"513,078",22
38-VISTAHERMOSA,DOMESTICO,2022/04/30,"16,029,195","2,141"
38-VISTAHERMOSA,NO DOMESTICO,2022/04/30,"9,043,677",128
39-ALBUFERETA,COMERCIAL,2022/04/30,"487,407",58
39-ALBUFERETA,DOMESTICO,2022/04/30,"38,311,638","7,303"
39-ALBUFERETA,NO DOMESTICO,2022/04/30,"7,935,242",317
3-CENTRO,COMERCIAL,2022/04/30,"3,329,452",298
3-CENTRO,DOMESTICO,2022/04/30,"17,374,320","3,521"
3-CENTRO,NO DOMESTICO,2022/04/30,"7,917,131","1,038"
40-CABO DE LAS HUERTAS,COMERCIAL,2022/04/30,"351,286",33
40-CABO DE LAS HUERTAS,DOMESTICO,2022/04/30,"43,285,735","6,342"
40-CABO DE LAS HUERTAS,NO DOMESTICO,2022/04/30,"4,717,538",170
41-PLAYA DE SAN JUAN,COMERCIAL,2022/04/30,"2,385,529",171
41-PLAYA DE SAN JUAN,DOMESTICO,2022/04/30,"80,987,134","14,293"
41-PLAYA DE SAN JUAN,NO DOMESTICO,2022/04/30,"10,663,445",488
4-MERCADO,COMERCIAL,2022/04/30,"905,204",163
4-MERCADO,DOMESTICO,2022/04/30,"27,563,535","5,042"
4-MERCADO,NO DOMESTICO,2022/04/30,"4,943,692",634
53-POLIGONO ATALAYAS,COMERCIAL,2022/04/30,"460,851",36
53-POLIGONO ATALAYAS,NO DOMESTICO,2022/04/30,"9,585,910",152
54-POLIGONO VALLONGA,COMERCIAL,2022/04/30,"1,319,239",53
54-POLIGONO VALLONGA,NO DOMESTICO,2022/04/30,"6,726,289",214
55-PUERTO,COMERCIAL,2022/04/30,"5,584",2
55-PUERTO,NO DOMESTICO,2022/04/30,"2,479,987",17
56-DISPERSOS,DOMESTICO,2022/04/30,"112,133",3
56-DISPERSOS,NO DOMESTICO,2022/04/30,"213,361",5
5-CAMPOAMOR,COMERCIAL,2022/04/30,"355,618",70
5-CAMPOAMOR,DOMESTICO,2022/04/30,"25,910,507","4,466"
5-CAMPOAMOR,NO DOMESTICO,2022/04/30,"2,580,026",347
6-LOS ANGELES,COMERCIAL,2022/04/30,"270,906",61
6-LOS ANGELES,DOMESTICO,2022/04/30,"26,602,757","4,404"
6-LOS ANGELES,NO DOMESTICO,2022/04/30,"1,717,389",353
7-SAN AGUSTIN,COMERCIAL,2022/04/30,"25,685",3
7-SAN AGUSTIN,DOMESTICO,2022/04/30,"4,158,327",653
7-SAN AGUSTIN,NO DOMESTICO,2022/04/30,"1,087,542",36
8-ALIPARK,COMERCIAL,2022/04/30,"20,049",12
8-ALIPARK,DOMESTICO,2022/04/30,"5,395,118","1,053"
8-ALIPARK,NO DOMESTICO,2022/04/30,"169,981",71
9-FLORIDA ALTA,COMERCIAL,2022/04/30,"264,965",30
9-FLORIDA ALTA,DOMESTICO,2022/04/30,"10,241,835","1,803"
9-FLORIDA ALTA,NO DOMESTICO,2022/04/30,"639,656",192
BACAROT,COMERCIAL,2022/04/30,215,2
BACAROT,DOMESTICO,2022/04/30,"2,215,797",242
BACAROT,NO DOMESTICO,2022/04/30,"2,213,790",42
FONTCALENT,DOMESTICO,2022/04/30,"3,349,936",332
FONTCALENT,NO DOMESTICO,2022/04/30,"48,711",7
LA ALCORAYA,DOMESTICO,2022/04/30,"1,337,224",211
LA ALCORAYA,NO DOMESTICO,2022/04/30,"739,512",2
LA CAÑADA,COMERCIAL,2022/04/30,"87,531",1
LA CAÑADA,DOMESTICO,2022/04/30,"6,153,987",708
LA CAÑADA,NO DOMESTICO,2022/04/30,"8,295,808",22
MONNEGRE,DOMESTICO,2022/04/30,"1,266,548",105
MONNEGRE,NO DOMESTICO,2022/04/30,"13,077",1
MORALET,DOMESTICO,2022/04/30,"7,072,975",794
MORALET,NO DOMESTICO,2022/04/30,"237,947",22
PDA VALLONGA,DOMESTICO,2022/04/30,"1,238,761",144
REBOLLEDO,COMERCIAL,2022/04/30,"18,027",1
REBOLLEDO,DOMESTICO,2022/04/30,"4,442,320",538
REBOLLEDO,NO DOMESTICO,2022/04/30,"342,819",21
SANTA FAZ,COMERCIAL,2022/04/30,"40,595",4
SANTA FAZ,DOMESTICO,2022/04/30,"3,718,578",367
SANTA FAZ,NO DOMESTICO,2022/04/30,"2,752,461",33
TABARCA,COMERCIAL,2022/04/30,"16,822",2
TABARCA,DOMESTICO,2022/04/30,"695,469",154
TABARCA,NO DOMESTICO,2022/04/30,"400,302",21
VERDEGAS,COMERCIAL,2022/04/30,"10,273",2
VERDEGAS,DOMESTICO,2022/04/30,"1,436,387",204
VERDEGAS,NO DOMESTICO,2022/04/30,"58,935",5
VILLAFRANQUEZA,COMERCIAL,2022/04/30,"12,783",6
VILLAFRANQUEZA,DOMESTICO,2022/04/30,"9,106,360","1,361"
VILLAFRANQUEZA,NO DOMESTICO,2022/04/30,"1,314,268",104
10-FLORIDA BAJA,COMERCIAL,2022/05/31,"549,226",92
10-FLORIDA BAJA,DOMESTICO,2022/05/31,"29,039,963","4,672"
10-FLORIDA BAJA,NO DOMESTICO,2022/05/31,"5,008,419",413
11-CIUDAD DE ASIS,COMERCIAL,2022/05/31,"2,770,476",91
11-CIUDAD DE ASIS,DOMESTICO,2022/05/31,"14,882,741","2,261"
11-CIUDAD DE ASIS,NO DOMESTICO,2022/05/31,"20,670,106",524
12-POLIGONO BABEL,COMERCIAL,2022/05/31,"869,318",72
12-POLIGONO BABEL,DOMESTICO,2022/05/31,"40,061,922","5,743"
12-POLIGONO BABEL,NO DOMESTICO,2022/05/31,"5,849,402",265
13-SAN GABRIEL,COMERCIAL,2022/05/31,"180,030",26
13-SAN GABRIEL,DOMESTICO,2022/05/31,"15,581,326","2,183"
13-SAN GABRIEL,NO DOMESTICO,2022/05/31,"3,216,560",156
14-ENSANCHE DIPUTACION,COMERCIAL,2022/05/31,"1,872,898",342
14-ENSANCHE DIPUTACION,DOMESTICO,2022/05/31,"41,095,346","6,979"
14-ENSANCHE DIPUTACION,NO DOMESTICO,2022/05/31,"18,979,450","1,211"
15-POLIGONO SAN BLAS,COMERCIAL,2022/05/31,"758,675",96
15-POLIGONO SAN BLAS,DOMESTICO,2022/05/31,"68,073,707","9,032"
15-POLIGONO SAN BLAS,NO DOMESTICO,2022/05/31,"12,917,780",340
16-PLA DEL BON REPOS,COMERCIAL,2022/05/31,"309,292",78
16-PLA DEL BON REPOS,DOMESTICO,2022/05/31,"31,473,164","5,679"
16-PLA DEL BON REPOS,NO DOMESTICO,2022/05/31,"3,223,730",322
17-CAROLINAS ALTAS,COMERCIAL,2022/05/31,"652,945",131
17-CAROLINAS ALTAS,DOMESTICO,2022/05/31,"45,864,013","7,343"
17-CAROLINAS ALTAS,NO DOMESTICO,2022/05/31,"10,949,262",669
18-CAROLINAS BAJAS,COMERCIAL,2022/05/31,"159,069",63
18-CAROLINAS BAJAS,DOMESTICO,2022/05/31,"19,483,033","3,251"
18-CAROLINAS BAJAS,NO DOMESTICO,2022/05/31,"1,281,105",287
19-GARBINET,COMERCIAL,2022/05/31,"886,520",88
19-GARBINET,DOMESTICO,2022/05/31,"40,625,432","5,347"
19-GARBINET,NO DOMESTICO,2022/05/31,"7,294,671",269
1-BENALUA,COMERCIAL,2022/05/31,"680,787",132
1-BENALUA,DOMESTICO,2022/05/31,"25,207,570","4,446"
1-BENALUA,NO DOMESTICO,2022/05/31,"3,231,763",514
20-RABASA,COMERCIAL,2022/05/31,"33,361",6
20-RABASA,DOMESTICO,2022/05/31,"7,080,464",975
20-RABASA,NO DOMESTICO,2022/05/31,"2,839,821",68
21-TOMBOLA,COMERCIAL,2022/05/31,"33,894",6
21-TOMBOLA,DOMESTICO,2022/05/31,"6,722,987",986
21-TOMBOLA,NO DOMESTICO,2022/05/31,"143,520",52
22-CASCO ANTIGUO - SANTA CRUZ,COMERCIAL,2022/05/31,"1,454,138",105
22-CASCO ANTIGUO - SANTA CRUZ,DOMESTICO,2022/05/31,"8,655,232","1,693"
22-CASCO ANTIGUO - SANTA CRUZ,NO DOMESTICO,2022/05/31,"6,518,172",354
23-RAVAL ROIG -V. DEL SOCORRO,COMERCIAL,2022/05/31,"36,953",6
23-RAVAL ROIG -V. DEL SOCORRO,DOMESTICO,2022/05/31,"4,304,426","1,009"
23-RAVAL ROIG -V. DEL SOCORRO,NO DOMESTICO,2022/05/31,"314,846",68
24-SAN BLAS - SANTO DOMINGO,COMERCIAL,2022/05/31,"192,810",63
24-SAN BLAS - SANTO DOMINGO,DOMESTICO,2022/05/31,"22,937,675","3,843"
24-SAN BLAS - SANTO DOMINGO,NO DOMESTICO,2022/05/31,"1,853,895",399
25-ALTOZANO - CONDE LUMIARES,COMERCIAL,2022/05/31,"402,205",63
25-ALTOZANO - CONDE LUMIARES,DOMESTICO,2022/05/31,"25,288,838","3,853"
25-ALTOZANO - CONDE LUMIARES,NO DOMESTICO,2022/05/31,"1,978,308",279
26-SIDI IFNI - NOU ALACANT,COMERCIAL,2022/05/31,"9,448",9
26-SIDI IFNI - NOU ALACANT,DOMESTICO,2022/05/31,"4,585,188",712
26-SIDI IFNI - NOU ALACANT,NO DOMESTICO,2022/05/31,"359,301",29
27-SAN FERNANDO-PRIN. MERCEDES,COMERCIAL,2022/05/31,"139,262",16
27-SAN FERNANDO-PRIN. MERCEDES,DOMESTICO,2022/05/31,"8,812,176","1,494"
27-SAN FERNANDO-PRIN. MERCEDES,NO DOMESTICO,2022/05/31,"592,918",62
28-EL PALMERAL,COMERCIAL,2022/05/31,"424,883",18
28-EL PALMERAL,DOMESTICO,2022/05/31,"4,763,750",716
28-EL PALMERAL,NO DOMESTICO,2022/05/31,"16,140,742",67
29-URBANOVA,COMERCIAL,2022/05/31,"317,103",9
29-URBANOVA,DOMESTICO,2022/05/31,"3,654,486","1,353"
29-URBANOVA,NO DOMESTICO,2022/05/31,"1,103,793",33
2-SAN ANTON,COMERCIAL,2022/05/31,"50,434",14
2-SAN ANTON,DOMESTICO,2022/05/31,"4,887,161",842
2-SAN ANTON,NO DOMESTICO,2022/05/31,"935,564",89
30-DIVINA PASTORA,COMERCIAL,2022/05/31,"162,670",24
30-DIVINA PASTORA,DOMESTICO,2022/05/31,"4,478,672",591
30-DIVINA PASTORA,NO DOMESTICO,2022/05/31,"1,994,031",131
31-CIUDAD JARDIN,COMERCIAL,2022/05/31,520,1
31-CIUDAD JARDIN,DOMESTICO,2022/05/31,"3,835,885",360
31-CIUDAD JARDIN,NO DOMESTICO,2022/05/31,"613,666",10
32-VIRGEN DEL REMEDIO,COMERCIAL,2022/05/31,"115,475",20
32-VIRGEN DEL REMEDIO,DOMESTICO,2022/05/31,"31,368,972","5,255"
32-VIRGEN DEL REMEDIO,NO DOMESTICO,2022/05/31,"2,657,194",121
33- MORANT -SAN NICOLAS BARI,COMERCIAL,2022/05/31,"730,607",25
33- MORANT -SAN NICOLAS BARI,DOMESTICO,2022/05/31,"16,954,362","2,554"
33- MORANT -SAN NICOLAS BARI,NO DOMESTICO,2022/05/31,"1,028,725",97
34-COLONIA REQUENA,COMERCIAL,2022/05/31,"66,208",8
34-COLONIA REQUENA,DOMESTICO,2022/05/31,"2,296,253",387
34-COLONIA REQUENA,NO DOMESTICO,2022/05/31,"17,678",10
35-VIRGEN DEL CARMEN,COMERCIAL,2022/05/31,,
35-VIRGEN DEL CARMEN,DOMESTICO,2022/05/31,"3,439,596",490
35-VIRGEN DEL CARMEN,NO DOMESTICO,2022/05/31,"684,818",16
36-CUATROCIENTAS VIVIENDAS,COMERCIAL,2022/05/31,44,2
36-CUATROCIENTAS VIVIENDAS,DOMESTICO,2022/05/31,"1,382,965",239
36-CUATROCIENTAS VIVIENDAS,NO DOMESTICO,2022/05/31,"136,287",17
37-JUAN XXIII,COMERCIAL,2022/05/31,"1,419,758",13
37-JUAN XXIII,DOMESTICO,2022/05/31,"13,275,939","2,110"
37-JUAN XXIII,NO DOMESTICO,2022/05/31,"3,375,279",41
38-VISTAHERMOSA,COMERCIAL,2022/05/31,"799,756",22
38-VISTAHERMOSA,DOMESTICO,2022/05/31,"19,015,167","2,144"
38-VISTAHERMOSA,NO DOMESTICO,2022/05/31,"12,865,292",128
39-ALBUFERETA,COMERCIAL,2022/05/31,"501,938",58
