barrio,tipo_anomalia,year,month,water_table_depth_m,monthly_change_m,precip_mm,precip_adjusted_wt_change,water_table_zscore,wt_rising_anomaly,source
34-COLONIA REQUENA,fuga_fisica,2023,12,3.7,-0.4,28.6,-0.057,-0.33,0,IGME SINAS Masa 080.006 (synthetic)
34-COLONIA REQUENA,fuga_fisica,2024,1,3.63,-0.643,26.4,-0.326,-0.41,0,IGME SINAS Masa 080.006 (synthetic)
34-COLONIA REQUENA,fuga_fisica,2024,2,3.42,-0.345,23.0,-0.069,-0.64,0,IGME SINAS Masa 080.006 (synthetic)
34-COLONIA REQUENA,fuga_fisica,2024,3,3.68,-0.371,10.4,-0.246,-0.36,0,IGME SINAS Masa 080.006 (synthetic)
34-COLONIA REQUENA,fuga_fisica,2024,4,3.64,-0.71,24.7,-0.413,-0.4,0,IGME SINAS Masa 080.006 (synthetic)
34-COLONIA REQUENA,fuga_fisica,2024,5,3.38,-0.51,21.6,-0.251,-0.69,0,IGME SINAS Masa 080.006 (synthetic)
34-COLONIA REQUENA,fuga_fisica,2024,6,3.67,-0.423,2.9,-0.389,-0.37,0,IGME SINAS Masa 080.006 (synthetic)
34-COLONIA REQUENA,fuga_fisica,2024,7,3.65,-0.673,3.9,-0.627,-0.39,0,IGME SINAS Masa 080.006 (synthetic)
34-COLONIA REQUENA,fuga_fisica,2024,8,3.48,-0.436,9.7,-0.32,-0.58,0,IGME SINAS Masa 080.006 (synthetic)
34-COLONIA REQUENA,fuga_fisica,2024,9,3.01,-0.568,39.7,-0.092,-1.1,0,IGME SINAS Masa 080.006 (synthetic)
34-COLONIA REQUENA,fuga_fisica,2024,10,2.75,-0.531,47.9,0.044,-1.39,0,IGME SINAS Masa 080.006 (synthetic)
34-COLONIA REQUENA,fuga_fisica,2024,11,2.91,-0.483,37.8,-0.03,-1.21,0,IGME SINAS Masa 080.006 (synthetic)
34-COLONIA REQUENA,fuga_fisica,2024,12,3.1,-0.54,16.9,-0.337,-1.0,0,IGME SINAS Masa 080.006 (synthetic)
35-VIRGEN DEL CARMEN,reparacion,2022,1,3.69,-0.29,15.7,-0.101,-0.34,0,IGME SINAS Masa 080.006 (synthetic)
35-VIRGEN DEL CARMEN,reparacion,2022,2,3.63,-0.264,10.1,-0.143,-0.41,0,IGME SINAS Masa 080.006 (synthetic)
35-VIRGEN DEL CARMEN,reparacion,2022,3,3.62,-0.31,19.7,-0.074,-0.42,0,IGME SINAS Masa 080.006 (synthetic)
35-VIRGEN DEL CARMEN,reparacion,2022,4,3.7,-0.243,20.7,0.006,-0.33,0,IGME SINAS Masa 080.006 (synthetic)
35-VIRGEN DEL CARMEN,reparacion,2022,5,3.56,-0.403,26.4,-0.086,-0.49,0,IGME SINAS Masa 080.006 (synthetic)
35-VIRGEN DEL CARMEN,reparacion,2022,6,3.91,-0.019,3.4,0.022,-0.1,0,IGME SINAS Masa 080.006 (synthetic)
35-VIRGEN DEL CARMEN,reparacion,2022,7,3.85,-0.127,4.7,-0.071,-0.17,0,IGME SINAS Masa 080.006 (synthetic)
35-VIRGEN DEL CARMEN,reparacion,2022,8,3.81,-0.165,13.0,-0.009,-0.21,0,IGME SINAS Masa 080.006 (synthetic)
35-VIRGEN DEL CARMEN,reparacion,2022,9,3.38,-0.634,40.2,-0.152,-0.69,0,IGME SINAS Masa 080.006 (synthetic)
35-VIRGEN DEL CARMEN,reparacion,2022,10,2.99,-0.949,59.0,-0.241,-1.12,0,IGME SINAS Masa 080.006 (synthetic)
35-VIRGEN DEL CARMEN,reparacion,2022,11,2.25,-0.308,34.2,0.102,-1.94,0,IGME SINAS Masa 080.006 (synthetic)
35-VIRGEN DEL CARMEN,reparacion,2022,12,2.48,-0.438,27.2,-0.111,-1.69,0,IGME SINAS Masa 080.006 (synthetic)
35-VIRGEN DEL CARMEN,reparacion,2023,1,2.54,-0.418,21.2,-0.164,-1.62,0,IGME SINAS Masa 080.006 (synthetic)
35-VIRGEN DEL CARMEN,reparacion,2023,2,2.54,-0.227,21.3,0.029,-1.62,0,IGME SINAS Masa 080.006 (synthetic)
35-VIRGEN DEL CARMEN,reparacion,2023,3,2.27,-0.218,23.9,0.069,-1.92,0,IGME SINAS Masa 080.006 (synthetic)
35-VIRGEN DEL CARMEN,reparacion,2023,4,2.16,-0.197,37.0,0.247,-2.04,0,IGME SINAS Masa 080.006 (synthetic)
35-VIRGEN DEL CARMEN,reparacion,2023,5,2.8,-0.392,20.9,-0.141,-1.33,0,IGME SINAS Masa 080.006 (synthetic)
35-VIRGEN DEL CARMEN,reparacion,2023,6,2.58,-0.296,8.8,-0.19,-1.58,0,IGME SINAS Masa 080.006 (synthetic)
35-VIRGEN DEL CARMEN,reparacion,2023,7,2.75,-0.317,6.4,-0.24,-1.39,1,IGME SINAS Masa 080.006 (synthetic)
35-VIRGEN DEL CARMEN,reparacion,2023,8,2.6,-0.274,10.5,-0.148,-1.56,0,IGME SINAS Masa 080.006 (synthetic)
35-VIRGEN DEL CARMEN,reparacion,2023,9,2.28,-0.184,44.3,0.348,-1.91,0,IGME SINAS Masa 080.006 (synthetic)
35-VIRGEN DEL CARMEN,reparacion,2023,10,1.99,-0.273,52.3,0.355,-2.23,0,IGME SINAS Masa 080.006 (synthetic)
35-VIRGEN DEL CARMEN,reparacion,2023,11,2.17,-0.317,30.3,0.047,-2.03,0,IGME SINAS Masa 080.006 (synthetic)
35-VIRGEN DEL CARMEN,reparacion,2023,12,2.42,-0.275,23.5,0.007,-1.76,0,IGME SINAS Masa 080.006 (synthetic)
35-VIRGEN DEL CARMEN,reparacion,2024,1,2.47,-0.34,16.0,-0.148,-1.7,0,IGME SINAS Masa 080.006 (synthetic)
35-VIRGEN DEL CARMEN,reparacion,2024,2,2.49,-0.238,17.1,-0.033,-1.68,0,IGME SINAS Masa 080.006 (synthetic)
35-VIRGEN DEL CARMEN,reparacion,2024,3,2.33,-0.334,29.4,0.019,-1.86,0,IGME SINAS Masa 080.006 (synthetic)
35-VIRGEN DEL CARMEN,reparacion,2024,4,2.39,-0.294,32.9,0.101,-1.79,0,IGME SINAS Masa 080.006 (synthetic)
35-VIRGEN DEL CARMEN,reparacion,2024,5,2.22,-0.425,26.0,-0.114,-1.98,0,IGME SINAS Masa 080.006 (synthetic)
35-VIRGEN DEL CARMEN,reparacion,2024,6,2.52,-0.439,7.4,-0.351,-1.64,1,IGME SINAS Masa 080.006 (synthetic)
35-VIRGEN DEL CARMEN,reparacion,2024,7,4.45,0.319,-4.6,0.264,0.5,0,IGME SINAS Masa 080.006 (synthetic)
35-VIRGEN DEL CARMEN,reparacion,2024,8,4.13,0.203,6.9,0.285,0.14,0,IGME SINAS Masa 080.006 (synthetic)
35-VIRGEN DEL CARMEN,reparacion,2024,9,3.89,0.156,37.4,0.605,-0.12,0,IGME SINAS Masa 080.006 (synthetic)
35-VIRGEN DEL CARMEN,reparacion,2024,10,3.71,0.179,38.6,0.642,-0.32,0,IGME SINAS Masa 080.006 (synthetic)
35-VIRGEN DEL CARMEN,reparacion,2024,11,3.66,0.294,34.5,0.708,-0.38,0,IGME SINAS Masa 080.006 (synthetic)
35-VIRGEN DEL CARMEN,reparacion,2024,12,4.09,0.229,25.8,0.539,0.1,0,IGME SINAS Masa 080.006 (synthetic)
40-CABO DE LAS HUERTAS,normal,2022,1,4.23,-0.302,20.7,-0.053,0.26,0,IGME SINAS Masa 080.006 (synthetic)
40-CABO DE LAS HUERTAS,normal,2022,2,4.32,-0.147,20.4,0.098,0.36,0,IGME SINAS Masa 080.006 (synthetic)
40-CABO DE LAS HUERTAS,normal,2022,3,4.24,-0.355,29.2,-0.005,0.27,0,IGME SINAS Masa 080.006 (synthetic)
40-CABO DE LAS HUERTAS,normal,2022,4,4.15,-0.4,29.7,-0.044,0.17,0,IGME SINAS Masa 080.006 (synthetic)
40-CABO DE LAS HUERTAS,normal,2022,5,4.06,-0.487,30.5,-0.121,0.07,0,IGME SINAS Masa 080.006 (synthetic)
40-CABO DE LAS HUERTAS,normal,2022,6,4.57,-0.093,2.5,-0.063,0.63,0,IGME SINAS Masa 080.006 (synthetic)
40-CABO DE LAS HUERTAS,normal,2022,7,4.66,0.023,5.4,0.087,0.73,0,IGME SINAS Masa 080.006 (synthetic)
40-CABO DE LAS HUERTAS,normal,2022,8,4.38,-0.192,3.0,-0.157,0.42,0,IGME SINAS Masa 080.006 (synthetic)
40-CABO DE LAS HUERTAS,normal,2022,9,4.28,-0.356,26.0,-0.044,0.31,0,IGME SINAS Masa 080.006 (synthetic)
40-CABO DE LAS HUERTAS,normal,2022,10,3.89,-0.562,41.6,-0.063,-0.12,0,IGME SINAS Masa 080.006 (synthetic)
40-CABO DE LAS HUERTAS,normal,2022,11,4.16,-0.478,31.7,-0.098,0.18,0,IGME SINAS Masa 080.006 (synthetic)
40-CABO DE LAS HUERTAS,normal,2022,12,4.21,-0.411,23.6,-0.128,0.23,0,IGME SINAS Masa 080.006 (synthetic)
40-CABO DE LAS HUERTAS,normal,2023,1,4.31,-0.262,28.7,0.083,0.34,0,IGME SINAS Masa 080.006 (synthetic)
40-CABO DE LAS HUERTAS,normal,2023,2,4.32,-0.198,11.2,-0.064,0.36,0,IGME SINAS Masa 080.006 (synthetic)
40-CABO DE LAS HUERTAS,normal,2023,3,4.34,-0.199,27.4,0.13,0.38,0,IGME SINAS Masa 080.006 (synthetic)
40-CABO DE LAS HUERTAS,normal,2023,4,4.13,-0.457,32.3,-0.07,0.14,0,IGME SINAS Masa 080.006 (synthetic)
40-CABO DE LAS HUERTAS,normal,2023,5,4.21,-0.404,15.8,-0.214,0.23,0,IGME SINAS Masa 080.006 (synthetic)
40-CABO DE LAS HUERTAS,normal,2023,6,4.54,-0.114,6.0,-0.042,0.6,0,IGME SINAS Masa 080.006 (synthetic)
40-CABO DE LAS HUERTAS,normal,2023,7,4.66,0.055,-1.8,0.033,0.73,0,IGME SINAS Masa 080.006 (synthetic)
40-CABO DE LAS HUERTAS,normal,2023,8,4.49,-0.121,5.7,-0.053,0.54,0,IGME SINAS Masa 080.006 (synthetic)
40-CABO DE LAS HUERTAS,normal,2023,9,4.08,-0.597,42.3,-0.089,0.09,0,IGME SINAS Masa 080.006 (synthetic)
40-CABO DE LAS HUERTAS,normal,2023,10,4.05,-0.59,48.4,-0.009,0.06,0,IGME SINAS Masa 080.006 (synthetic)
40-CABO DE LAS HUERTAS,normal,2023,11,4.26,-0.278,28.7,0.066,0.29,0,IGME SINAS Masa 080.006 (synthetic)
40-CABO DE LAS HUERTAS,normal,2023,12,4.46,-0.137,15.4,0.048,0.51,0,IGME SINAS Masa 080.006 (synthetic)
40-CABO DE LAS HUERTAS,normal,2024,1,4.38,-0.221,17.9,-0.007,0.42,0,IGME SINAS Masa 080.006 (synthetic)
40-CABO DE LAS HUERTAS,normal,2024,2,4.11,-0.409,25.6,-0.102,0.12,0,IGME SINAS Masa 080.006 (synthetic)
40-CABO DE LAS HUERTAS,normal,2024,3,4.19,-0.38,18.9,-0.153,0.21,0,IGME SINAS Masa 080.006 (synthetic)
40-CABO DE LAS HUERTAS,normal,2024,4,4.17,-0.419,25.9,-0.109,0.19,0,IGME SINAS Masa 080.006 (synthetic)
40-CABO DE LAS HUERTAS,normal,2024,5,4.16,-0.402,23.8,-0.117,0.18,0,IGME SINAS Masa 080.006 (synthetic)
40-CABO DE LAS HUERTAS,normal,2024,6,4.37,-0.203,9.7,-0.087,0.41,0,IGME SINAS Masa 080.006 (synthetic)
40-CABO DE LAS HUERTAS,normal,2024,7,4.63,0.02,9.3,0.132,0.7,0,IGME SINAS Masa 080.006 (synthetic)
40-CABO DE LAS HUERTAS,normal,2024,8,4.54,-0.078,4.1,-0.029,0.6,0,IGME SINAS Masa 080.006 (synthetic)
40-CABO DE LAS HUERTAS,normal,2024,9,4.23,-0.37,32.8,0.024,0.26,0,IGME SINAS Masa 080.006 (synthetic)
40-CABO DE LAS HUERTAS,normal,2024,10,3.86,-0.713,42.8,-0.2,-0.16,0,IGME SINAS Masa 080.006 (synthetic)
40-CABO DE LAS HUERTAS,normal,2024,11,4.03,-0.559,32.0,-0.175,0.03,0,IGME SINAS Masa 080.006 (synthetic)
40-CABO DE LAS HUERTAS,normal,2024,12,4.29,-0.272,17.7,-0.059,0.32,0,IGME SINAS Masa 080.006 (synthetic)
41-PLAYA DE SAN JUAN,estacionalidad,2022,1,2.92,-0.227,18.9,-0.0,-1.2,0,IGME SINAS Masa 080.006 (synthetic)
41-PLAYA DE SAN JUAN,estacionalidad,2022,2,2.79,-0.319,23.4,-0.038,-1.34,0,IGME SINAS Masa 080.006 (synthetic)
41-PLAYA DE SAN JUAN,estacionalidad,2022,3,2.67,-0.48,25.9,-0.169,-1.48,0,IGME SINAS Masa 080.006 (synthetic)
41-PLAYA DE SAN JUAN,estacionalidad,2022,4,2.69,-0.48,32.0,-0.097,-1.46,0,IGME SINAS Masa 080.006 (synthetic)
41-PLAYA DE SAN JUAN,estacionalidad,2022,5,2.73,-0.332,24.0,-0.044,-1.41,0,IGME SINAS Masa 080.006 (synthetic)
41-PLAYA DE SAN JUAN,estacionalidad,2022,6,2.92,-0.291,15.0,-0.111,-1.2,0,IGME SINAS Masa 080.006 (synthetic)
41-PLAYA DE SAN JUAN,estacionalidad,2022,7,3.14,-0.021,3.8,0.024,-0.96,0,IGME SINAS Masa 080.006 (synthetic)
41-PLAYA DE SAN JUAN,estacionalidad,2022,8,2.98,-0.175,10.1,-0.054,-1.13,0,IGME SINAS Masa 080.006 (synthetic)
41-PLAYA DE SAN JUAN,estacionalidad,2022,9,2.5,-0.671,42.0,-0.166,-1.67,0,IGME SINAS Masa 080.006 (synthetic)
41-PLAYA DE SAN JUAN,estacionalidad,2022,10,2.51,-0.7,50.9,-0.089,-1.66,0,IGME SINAS Masa 080.006 (synthetic)
41-PLAYA DE SAN JUAN,estacionalidad,2022,11,2.33,-0.787,42.8,-0.274,-1.86,1,IGME SINAS Masa 080.006 (synthetic)
41-PLAYA DE SAN JUAN,estacionalidad,2022,12,2.59,-0.422,21.7,-0.161,-1.57,0,IGME SINAS Masa 080.006 (synthetic)
41-PLAYA DE SAN JUAN,estacionalidad,2023,1,2.78,-0.259,14.1,-0.089,-1.36,0,IGME SINAS Masa 080.006 (synthetic)
41-PLAYA DE SAN JUAN,estacionalidad,2023,2,2.99,-0.163,16.3,0.034,-1.12,0,IGME SINAS Masa 080.006 (synthetic)
41-PLAYA DE SAN JUAN,estacionalidad,2023,3,3.17,-0.05,6.4,0.027,-0.92,0,IGME SINAS Masa 080.006 (synthetic)
41-PLAYA DE SAN JUAN,estacionalidad,2023,4,2.75,-0.353,21.2,-0.099,-1.39,0,IGME SINAS Masa 080.006 (synthetic)
41-PLAYA DE SAN JUAN,estacionalidad,2023,5,2.62,-0.454,27.8,-0.121,-1.53,0,IGME SINAS Masa 080.006 (synthetic)
41-PLAYA DE SAN JUAN,estacionalidad,2023,6,2.89,-0.221,18.7,0.003,-1.23,0,IGME SINAS Masa 080.006 (synthetic)
41-PLAYA DE SAN JUAN,estacionalidad,2023,7,3.08,-0.039,7.3,0.048,-1.02,0,IGME SINAS Masa 080.006 (synthetic)
41-PLAYA DE SAN JUAN,estacionalidad,2023,8,2.78,-0.346,16.4,-0.149,-1.36,0,IGME SINAS Masa 080.006 (synthetic)
41-PLAYA DE SAN JUAN,estacionalidad,2023,9,2.51,-0.673,38.2,-0.214,-1.66,1,IGME SINAS Masa 080.006 (synthetic)
41-PLAYA DE SAN JUAN,estacionalidad,2023,10,2.31,-0.936,64.4,-0.163,-1.88,0,IGME SINAS Masa 080.006 (synthetic)
41-PLAYA DE SAN JUAN,estacionalidad,2023,11,2.66,-0.498,31.7,-0.117,-1.49,0,IGME SINAS Masa 080.006 (synthetic)
41-PLAYA DE SAN JUAN,estacionalidad,2023,12,2.82,-0.385,21.1,-0.131,-1.31,0,IGME SINAS Masa 080.006 (synthetic)
41-PLAYA DE SAN JUAN,estacionalidad,2024,1,3.02,-0.129,11.0,0.003,-1.09,0,IGME SINAS Masa 080.006 (synthetic)
41-PLAYA DE SAN JUAN,estacionalidad,2024,2,2.94,-0.152,15.3,0.031,-1.18,0,IGME SINAS Masa 080.006 (synthetic)
41-PLAYA DE SAN JUAN,estacionalidad,2024,3,2.91,-0.292,28.1,0.045,-1.21,0,IGME SINAS Masa 080.006 (synthetic)
41-PLAYA DE SAN JUAN,estacionalidad,2024,4,2.83,-0.279,19.1,-0.05,-1.3,0,IGME SINAS Masa 080.006 (synthetic)
41-PLAYA DE SAN JUAN,estacionalidad,2024,5,2.56,-0.511,32.2,-0.124,-1.6,0,IGME SINAS Masa 080.006 (synthetic)
41-PLAYA DE SAN JUAN,estacionalidad,2024,6,3.01,-0.15,6.9,-0.067,-1.1,0,IGME SINAS Masa 080.006 (synthetic)
41-PLAYA DE SAN JUAN,estacionalidad,2024,7,3.06,-0.072,9.8,0.045,-1.04,0,IGME SINAS Masa 080.006 (synthetic)
41-PLAYA DE SAN JUAN,estacionalidad,2024,8,3.0,-0.19,7.9,-0.096,-1.11,0,IGME SINAS Masa 080.006 (synthetic)
41-PLAYA DE SAN JUAN,estacionalidad,2024,9,2.42,-0.649,41.4,-0.153,-1.76,0,IGME SINAS Masa 080.006 (synthetic)
41-PLAYA DE SAN JUAN,estacionalidad,2024,10,2.25,-0.959,54.2,-0.309,-1.94,1,IGME SINAS Masa 080.006 (synthetic)
41-PLAYA DE SAN JUAN,estacionalidad,2024,11,2.47,-0.658,32.1,-0.272,-1.7,1,IGME SINAS Masa 080.006 (synthetic)
41-PLAYA DE SAN JUAN,estacionalidad,2024,12,2.79,-0.354,20.8,-0.104,-1.34,0,IGME SINAS Masa 080.006 (synthetic)
54-POLIGONO VALLONGA,normal,2022,1,3.72,-0.449,24.5,-0.156,-0.31,0,IGME SINAS Masa 080.006 (synthetic)
54-POLIGONO VALLONGA,normal,2022,2,3.74,-0.375,19.7,-0.139,-0.29,0,IGME SINAS Masa 080.006 (synthetic)
54-POLIGONO VALLONGA,normal,2022,3,3.85,-0.372,27.7,-0.04,-0.17,0,IGME SINAS Masa 080.006 (synthetic)
54-POLIGONO VALLONGA,normal,2022,4,4.0,-0.264,22.1,0.001,0.0,0,IGME SINAS Masa 080.006 (synthetic)
54-POLIGONO VALLONGA,normal,2022,5,3.79,-0.404,27.1,-0.079,-0.23,0,IGME SINAS Masa 080.006 (synthetic)
54-POLIGONO VALLONGA,normal,2022,6,4.11,-0.084,4.0,-0.036,0.12,0,IGME SINAS Masa 080.006 (synthetic)
54-POLIGONO VALLONGA,normal,2022,7,4.06,-0.152,6.8,-0.071,0.07,0,IGME SINAS Masa 080.006 (synthetic)
54-POLIGONO VALLONGA,normal,2022,8,4.04,-0.167,6.7,-0.087,0.04,0,IGME SINAS Masa 080.006 (synthetic)
54-POLIGONO VALLONGA,normal,2022,9,3.69,-0.556,38.9,-0.089,-0.34,0,IGME SINAS Masa 080.006 (synthetic)
54-POLIGONO VALLONGA,normal,2022,10,3.46,-0.788,53.8,-0.143,-0.6,0,IGME SINAS Masa 080.006 (synthetic)
54-POLIGONO VALLONGA,normal,2022,11,3.61,-0.565,35.2,-0.142,-0.43,0,IGME SINAS Masa 080.006 (synthetic)
54-POLIGONO VALLONGA,normal,2022,12,3.74,-0.492,31.6,-0.114,-0.29,0,IGME SINAS Masa 080.006 (synthetic)
54-POLIGONO VALLONGA,normal,2023,1,3.85,-0.46,27.9,-0.125,-0.17,0,IGME SINAS Masa 080.006 (synthetic)
54-POLIGONO VALLONGA,normal,2023,2,3.91,-0.256,14.5,-0.082,-0.1,0,IGME SINAS Masa 080.006 (synthetic)
54-POLIGONO VALLONGA,normal,2023,3,3.85,-0.342,20.0,-0.103,-0.17,0,IGME SINAS Masa 080.006 (synthetic)
54-POLIGONO VALLONGA,normal,2023,4,4.02,-0.189,36.0,0.242,0.02,0,IGME SINAS Masa 080.006 (synthetic)
54-POLIGONO VALLONGA,normal,2023,5,3.77,-0.354,26.9,-0.031,-0.26,0,IGME SINAS Masa 080.006 (synthetic)
54-POLIGONO VALLONGA,normal,2023,6,3.91,-0.211,7.6,-0.12,-0.1,0,IGME SINAS Masa 080.006 (synthetic)
54-POLIGONO VALLONGA,normal,2023,7,4.19,-0.069,1.9,-0.046,0.21,0,IGME SINAS Masa 080.006 (synthetic)
54-POLIGONO VALLONGA,normal,2023,8,3.97,-0.272,10.5,-0.146,-0.03,0,IGME SINAS Masa 080.006 (synthetic)
54-POLIGONO VALLONGA,normal,2023,9,3.51,-0.738,42.5,-0.228,-0.54,0,IGME SINAS Masa 080.006 (synthetic)
54-POLIGONO VALLONGA,normal,2023,10,3.5,-0.725,50.3,-0.122,-0.56,0,IGME SINAS Masa 080.006 (synthetic)
54-POLIGONO VALLONGA,normal,2023,11,3.92,-0.315,31.5,0.063,-0.09,0,IGME SINAS Masa 080.006 (synthetic)
54-POLIGONO VALLONGA,normal,2023,12,3.99,-0.288,19.7,-0.052,-0.01,0,IGME SINAS Masa 080.006 (synthetic)
54-POLIGONO VALLONGA,normal,2024,1,3.91,-0.325,19.9,-0.086,-0.1,0,IGME SINAS Masa 080.006 (synthetic)
54-POLIGONO VALLONGA,normal,2024,2,3.93,-0.239,15.8,-0.049,-0.08,0,IGME SINAS Masa 080.006 (synthetic)
54-POLIGONO VALLONGA,normal,2024,3,3.94,-0.284,26.8,0.038,-0.07,0,IGME SINAS Masa 080.006 (synthetic)
54-POLIGONO VALLONGA,normal,2024,4,3.69,-0.52,27.7,-0.187,-0.34,0,IGME SINAS Masa 080.006 (synthetic)
54-POLIGONO VALLONGA,normal,2024,5,3.74,-0.401,31.6,-0.022,-0.29,0,IGME SINAS Masa 080.006 (synthetic)
54-POLIGONO VALLONGA,normal,2024,6,4.19,-0.102,6.2,-0.028,0.21,0,IGME SINAS Masa 080.006 (synthetic)
54-POLIGONO VALLONGA,normal,2024,7,4.16,-0.003,8.3,0.097,0.18,0,IGME SINAS Masa 080.006 (synthetic)
54-POLIGONO VALLONGA,normal,2024,8,4.47,0.15,1.3,0.166,0.52,0,IGME SINAS Masa 080.006 (synthetic)
54-POLIGONO VALLONGA,normal,2024,9,3.77,-0.564,32.6,-0.172,-0.26,0,IGME SINAS Masa 080.006 (synthetic)
54-POLIGONO VALLONGA,normal,2024,10,3.49,-0.707,46.3,-0.152,-0.57,0,IGME SINAS Masa 080.006 (synthetic)
54-POLIGONO VALLONGA,normal,2024,11,3.77,-0.539,33.8,-0.134,-0.26,0,IGME SINAS Masa 080.006 (synthetic)
54-POLIGONO VALLONGA,normal,2024,12,3.78,-0.392,22.2,-0.126,-0.24,0,IGME SINAS Masa 080.006 (synthetic)
55-PUERTO,normal,2022,1,3.77,-0.248,17.3,-0.041,-0.26,0,IGME SINAS Masa 080.006 (synthetic)
55-PUERTO,normal,2022,2,3.79,-0.219,8.7,-0.115,-0.23,0,IGME SINAS Masa 080.006 (synthetic)
55-PUERTO,normal,2022,3,3.87,-0.256,21.8,0.006,-0.14,0,IGME SINAS Masa 080.006 (synthetic)
55-PUERTO,normal,2022,4,3.38,-0.654,35.0,-0.233,-0.69,0,IGME SINAS Masa 080.006 (synthetic)
55-PUERTO,normal,2022,5,3.79,-0.291,28.2,0.048,-0.23,0,IGME SINAS Masa 080.006 (synthetic)
55-PUERTO,normal,2022,6,3.8,-0.22,3.6,-0.176,-0.22,0,IGME SINAS Masa 080.006 (synthetic)
55-PUERTO,normal,2022,7,3.92,-0.081,4.7,-0.025,-0.09,0,IGME SINAS Masa 080.006 (synthetic)
55-PUERTO,normal,2022,8,3.91,-0.09,4.6,-0.035,-0.1,0,IGME SINAS Masa 080.006 (synthetic)
55-PUERTO,normal,2022,9,3.46,-0.566,41.0,-0.075,-0.6,0,IGME SINAS Masa 080.006 (synthetic)
55-PUERTO,normal,2022,10,3.31,-0.723,49.3,-0.131,-0.77,0,IGME SINAS Masa 080.006 (synthetic)
55-PUERTO,normal,2022,11,3.66,-0.301,34.3,0.11,-0.38,0,IGME SINAS Masa 080.006 (synthetic)
55-PUERTO,normal,2022,12,3.82,-0.215,16.1,-0.022,-0.2,0,IGME SINAS Masa 080.006 (synthetic)
55-PUERTO,normal,2023,1,3.84,-0.223,18.1,-0.006,-0.18,0,IGME SINAS Masa 080.006 (synthetic)
55-PUERTO,normal,2023,2,3.72,-0.318,16.0,-0.126,-0.31,0,IGME SINAS Masa 080.006 (synthetic)
55-PUERTO,normal,2023,3,3.7,-0.37,26.3,-0.055,-0.33,0,IGME SINAS Masa 080.006 (synthetic)
55-PUERTO,normal,2023,4,3.59,-0.404,27.0,-0.08,-0.46,0,IGME SINAS Masa 080.006 (synthetic)
55-PUERTO,normal,2023,5,3.57,-0.466,21.4,-0.209,-0.48,0,IGME SINAS Masa 080.006 (synthetic)
55-PUERTO,normal,2023,6,3.94,-0.103,5.9,-0.032,-0.07,0,IGME SINAS Masa 080.006 (synthetic)
55-PUERTO,normal,2023,7,4.09,0.063,-5.1,0.001,0.1,0,IGME SINAS Masa 080.006 (synthetic)
55-PUERTO,normal,2023,8,3.94,-0.024,8.9,0.082,-0.07,0,IGME SINAS Masa 080.006 (synthetic)
55-PUERTO,normal,2023,9,3.65,-0.424,25.9,-0.113,-0.39,0,IGME SINAS Masa 080.006 (synthetic)
55-PUERTO,normal,2023,10,3.19,-0.785,49.2,-0.194,-0.9,0,IGME SINAS Masa 080.006 (synthetic)
55-PUERTO,normal,2023,11,3.36,-0.648,37.5,-0.198,-0.71,0,IGME SINAS Masa 080.006 (synthetic)
55-PUERTO,normal,2023,12,3.54,-0.472,28.8,-0.127,-0.51,0,IGME SINAS Masa 080.006 (synthetic)
55-PUERTO,normal,2024,1,3.38,-0.529,30.4,-0.164,-0.69,0,IGME SINAS Masa 080.006 (synthetic)
55-PUERTO,normal,2024,2,3.68,-0.34,26.5,-0.022,-0.36,0,IGME SINAS Masa 080.006 (synthetic)
55-PUERTO,normal,2024,3,3.75,-0.265,24.1,0.024,-0.28,0,IGME SINAS Masa 080.006 (synthetic)
55-PUERTO,normal,2024,4,3.88,-0.171,13.5,-0.01,-0.13,0,IGME SINAS Masa 080.006 (synthetic)
55-PUERTO,normal,2024,5,3.91,-0.083,16.5,0.115,-0.1,0,IGME SINAS Masa 080.006 (synthetic)
55-PUERTO,normal,2024,6,3.91,-0.123,14.7,0.054,-0.1,0,IGME SINAS Masa 080.006 (synthetic)
55-PUERTO,normal,2024,7,4.11,0.009,0.5,0.015,0.12,0,IGME SINAS Masa 080.006 (synthetic)
55-PUERTO,normal,2024,8,3.67,-0.384,12.1,-0.239,-0.37,0,IGME SINAS Masa 080.006 (synthetic)
55-PUERTO,normal,2024,9,3.52,-0.508,33.1,-0.111,-0.53,0,IGME SINAS Masa 080.006 (synthetic)
55-PUERTO,normal,2024,10,3.13,-0.897,55.5,-0.23,-0.97,0,IGME SINAS Masa 080.006 (synthetic)
55-PUERTO,normal,2024,11,3.65,-0.418,31.3,-0.042,-0.39,0,IGME SINAS Masa 080.006 (synthetic)
55-PUERTO,normal,2024,12,3.74,-0.237,24.9,0.061,-0.29,0,IGME SINAS Masa 080.006 (synthetic)
56-DISPERSOS,enganche,2022,1,3.59,-0.274,28.2,0.064,-0.46,0,IGME SINAS Masa 080.006 (synthetic)
56-DISPERSOS,enganche,2022,2,3.7,-0.296,17.3,-0.088,-0.33,0,IGME SINAS Masa 080.006 (synthetic)
56-DISPERSOS,enganche,2022,3,3.48,-0.294,27.3,0.034,-0.58,0,IGME SINAS Masa 080.006 (synthetic)
56-DISPERSOS,enganche,2022,4,3.43,-0.336,30.4,0.029,-0.63,0,IGME SINAS Masa 080.006 (synthetic)
