barrio,tipo_anomalia,year,month,lst_mean_c,lst_coldspot_delta_c,lst_neighbor_delta_c,thermal_coldspot_zscore,thermal_neighbor_zscore,cloud_cover_pct,n_valid_pixels,thermal_leak_flag,source
28-EL PALMERAL,normal,2024,12,15.1,-1.6,-1.39,-0.37,-1.39,21.7,94,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
31-CIUDAD JARDIN,normal,2022,1,15.8,-1.63,1.42,-0.39,1.42,19.9,155,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
31-CIUDAD JARDIN,normal,2022,2,15.1,-0.63,-0.39,0.51,-0.39,5.8,229,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
31-CIUDAD JARDIN,normal,2022,3,19.0,-0.74,0.26,0.41,0.26,31.1,116,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
31-CIUDAD JARDIN,normal,2022,4,22.1,-1.6,0.15,-0.36,0.15,19.2,149,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
31-CIUDAD JARDIN,normal,2022,5,25.6,-1.15,-0.84,0.04,-0.84,6.0,123,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
31-CIUDAD JARDIN,normal,2022,6,32.2,-1.63,-1.6,-0.39,-1.6,21.4,168,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
31-CIUDAD JARDIN,normal,2022,7,38.8,-1.89,0.88,-0.63,0.88,20.7,200,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
31-CIUDAD JARDIN,normal,2022,8,38.3,-0.95,0.32,0.23,0.32,8.7,172,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
31-CIUDAD JARDIN,normal,2022,9,30.5,-1.95,-0.47,-0.68,-0.47,23.0,163,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
31-CIUDAD JARDIN,normal,2022,10,23.8,-0.67,0.77,0.48,0.77,14.0,84,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
31-CIUDAD JARDIN,normal,2022,11,19.2,-0.55,0.78,0.59,0.78,23.9,209,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
31-CIUDAD JARDIN,normal,2022,12,15.6,-0.77,-1.39,0.39,-1.39,34.3,176,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
31-CIUDAD JARDIN,normal,2023,1,16.9,-1.06,1.17,0.13,1.17,31.4,98,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
31-CIUDAD JARDIN,normal,2023,2,13.9,-1.33,-0.08,-0.12,-0.08,28.6,237,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
31-CIUDAD JARDIN,normal,2023,3,17.1,-1.79,0.96,-0.54,0.96,10.8,180,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
31-CIUDAD JARDIN,normal,2023,4,21.6,-1.52,0.5,-0.29,0.5,19.1,169,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
31-CIUDAD JARDIN,normal,2023,5,25.8,-1.79,0.92,-0.53,0.92,13.9,126,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
31-CIUDAD JARDIN,normal,2023,6,32.0,-0.43,0.02,0.7,0.02,32.3,87,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
31-CIUDAD JARDIN,normal,2023,7,38.4,-1.57,-0.22,-0.33,-0.22,25.2,190,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
31-CIUDAD JARDIN,normal,2023,8,39.1,-0.51,0.52,0.62,0.52,24.3,245,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
31-CIUDAD JARDIN,normal,2023,9,30.4,-1.38,1.31,-0.17,1.31,29.6,120,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
31-CIUDAD JARDIN,normal,2023,10,25.8,-1.05,-1.23,0.14,-1.23,11.4,160,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
31-CIUDAD JARDIN,normal,2023,11,18.5,0.14,-0.26,1.22,-0.26,16.2,170,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
31-CIUDAD JARDIN,normal,2023,12,14.2,-1.2,-1.18,0.0,-1.18,17.0,133,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
31-CIUDAD JARDIN,normal,2024,1,14.5,-0.56,-0.95,0.58,-0.95,5.4,234,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
31-CIUDAD JARDIN,normal,2024,2,13.7,-1.7,0.84,-0.46,0.84,33.3,136,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
31-CIUDAD JARDIN,normal,2024,3,19.1,-1.58,-0.75,-0.34,-0.75,32.6,184,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
31-CIUDAD JARDIN,normal,2024,4,22.9,-1.66,0.21,-0.42,0.21,34.0,145,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
31-CIUDAD JARDIN,normal,2024,5,26.8,-1.22,0.42,-0.02,0.42,9.7,202,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
31-CIUDAD JARDIN,normal,2024,6,34.1,-1.18,0.04,0.02,0.04,8.3,198,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
31-CIUDAD JARDIN,normal,2024,7,41.4,-0.36,0.02,0.77,0.02,23.8,92,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
31-CIUDAD JARDIN,normal,2024,8,40.1,-1.34,-0.2,-0.13,-0.2,21.6,97,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
31-CIUDAD JARDIN,normal,2024,9,30.5,-1.41,-0.91,-0.19,-0.91,11.4,140,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
31-CIUDAD JARDIN,normal,2024,10,23.7,-0.68,-1.32,0.47,-1.32,21.3,141,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
31-CIUDAD JARDIN,normal,2024,11,19.2,-1.46,0.69,-0.23,0.69,16.9,187,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
31-CIUDAD JARDIN,normal,2024,12,14.0,-1.23,-0.58,-0.03,-0.58,18.7,124,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
32-VIRGEN DEL REMEDIO,fraude,2022,1,15.0,-0.77,-0.82,0.39,-0.82,11.0,112,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
32-VIRGEN DEL REMEDIO,fraude,2022,2,17.2,-1.48,-1.44,-0.25,-1.44,23.8,198,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
32-VIRGEN DEL REMEDIO,fraude,2022,3,20.2,-1.47,-0.19,-0.25,-0.19,17.6,165,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
32-VIRGEN DEL REMEDIO,fraude,2022,4,21.5,-0.46,0.37,0.67,0.37,14.6,247,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
32-VIRGEN DEL REMEDIO,fraude,2022,5,26.6,-2.25,0.44,-0.95,0.44,11.9,228,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
32-VIRGEN DEL REMEDIO,fraude,2022,6,32.7,-0.96,0.61,0.22,0.61,31.4,187,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
32-VIRGEN DEL REMEDIO,fraude,2022,7,41.9,-1.18,0.32,0.02,0.32,8.6,168,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
32-VIRGEN DEL REMEDIO,fraude,2022,8,37.7,-1.43,-0.74,-0.21,-0.74,22.6,186,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
32-VIRGEN DEL REMEDIO,fraude,2022,9,31.3,-0.7,0.3,0.45,0.3,27.5,109,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
32-VIRGEN DEL REMEDIO,fraude,2022,10,25.4,-1.86,-0.56,-0.6,-0.56,33.0,138,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
32-VIRGEN DEL REMEDIO,fraude,2022,11,18.3,-1.24,0.31,-0.04,0.31,10.3,129,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
32-VIRGEN DEL REMEDIO,fraude,2022,12,13.6,-0.84,-0.56,0.33,-0.56,9.6,200,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
32-VIRGEN DEL REMEDIO,fraude,2023,1,12.3,-1.16,-0.28,0.04,-0.28,30.3,226,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
32-VIRGEN DEL REMEDIO,fraude,2023,2,16.5,-1.17,-1.23,0.03,-1.23,16.1,81,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
32-VIRGEN DEL REMEDIO,fraude,2023,3,18.4,-0.31,1.61,0.81,1.61,10.2,202,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
32-VIRGEN DEL REMEDIO,fraude,2023,4,19.0,-1.02,0.23,0.16,0.23,6.2,190,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
32-VIRGEN DEL REMEDIO,fraude,2023,5,27.1,-1.03,0.09,0.16,0.09,29.4,131,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
32-VIRGEN DEL REMEDIO,fraude,2023,6,33.7,-1.77,0.71,-0.51,0.71,30.5,111,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
32-VIRGEN DEL REMEDIO,fraude,2023,7,37.8,-1.85,-0.1,-0.59,-0.1,29.9,172,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
32-VIRGEN DEL REMEDIO,fraude,2023,8,38.2,-1.63,-0.58,-0.39,-0.58,15.8,113,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
32-VIRGEN DEL REMEDIO,fraude,2023,9,30.4,-1.53,-1.29,-0.3,-1.29,19.9,237,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
32-VIRGEN DEL REMEDIO,fraude,2023,10,23.6,-0.99,1.12,0.19,1.12,14.0,117,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
32-VIRGEN DEL REMEDIO,fraude,2023,11,17.9,-0.62,-0.44,0.52,-0.44,27.2,106,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
32-VIRGEN DEL REMEDIO,fraude,2023,12,15.5,-1.37,-0.41,-0.15,-0.41,30.8,181,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
32-VIRGEN DEL REMEDIO,fraude,2024,1,13.5,-1.89,-0.83,-0.63,-0.83,14.2,165,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
32-VIRGEN DEL REMEDIO,fraude,2024,2,15.0,-1.25,-0.5,-0.05,-0.5,16.2,116,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
32-VIRGEN DEL REMEDIO,fraude,2024,3,18.3,-1.15,0.39,0.05,0.39,11.6,122,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
32-VIRGEN DEL REMEDIO,fraude,2024,4,22.8,-1.62,-0.33,-0.38,-0.33,21.5,86,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
32-VIRGEN DEL REMEDIO,fraude,2024,5,26.4,-1.14,-1.93,0.05,-1.93,6.8,169,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
32-VIRGEN DEL REMEDIO,fraude,2024,6,33.3,-2.02,0.02,-0.75,0.02,9.6,115,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
32-VIRGEN DEL REMEDIO,fraude,2024,7,40.4,-1.2,0.09,0.0,0.09,6.0,164,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
32-VIRGEN DEL REMEDIO,fraude,2024,8,37.2,-0.9,0.36,0.27,0.36,10.3,211,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
32-VIRGEN DEL REMEDIO,fraude,2024,9,29.4,-1.36,0.51,-0.14,0.51,22.9,134,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
32-VIRGEN DEL REMEDIO,fraude,2024,10,24.4,-1.92,-0.57,-0.65,-0.57,16.8,207,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
32-VIRGEN DEL REMEDIO,fraude,2024,11,16.4,-1.49,0.46,-0.26,0.46,27.0,139,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
32-VIRGEN DEL REMEDIO,fraude,2024,12,15.4,-0.92,-0.75,0.26,-0.75,22.5,172,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
33- MORANT -SAN NICOLAS BARI,normal,2022,1,16.0,-1.49,0.68,-0.27,0.68,12.0,203,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
33- MORANT -SAN NICOLAS BARI,normal,2022,2,15.0,-0.7,-0.21,0.45,-0.21,34.7,122,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
33- MORANT -SAN NICOLAS BARI,normal,2022,3,20.4,-0.88,0.7,0.29,0.7,33.9,96,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
33- MORANT -SAN NICOLAS BARI,normal,2022,4,20.4,-1.11,0.49,0.08,0.49,16.5,136,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
33- MORANT -SAN NICOLAS BARI,normal,2022,5,27.5,-0.85,1.18,0.32,1.18,20.2,155,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
33- MORANT -SAN NICOLAS BARI,normal,2022,6,33.6,-1.91,1.84,-0.65,1.84,13.5,203,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
33- MORANT -SAN NICOLAS BARI,normal,2022,7,40.6,-2.0,0.19,-0.73,0.19,15.2,169,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
33- MORANT -SAN NICOLAS BARI,normal,2022,8,38.8,-0.81,-0.59,0.35,-0.59,14.1,136,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
33- MORANT -SAN NICOLAS BARI,normal,2022,9,30.6,-1.83,-0.53,-0.57,-0.53,10.6,171,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
33- MORANT -SAN NICOLAS BARI,normal,2022,10,24.1,-1.4,-0.39,-0.18,-0.39,34.9,166,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
33- MORANT -SAN NICOLAS BARI,normal,2022,11,17.3,-1.55,-0.92,-0.32,-0.92,33.9,232,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
33- MORANT -SAN NICOLAS BARI,normal,2022,12,15.4,-0.91,-0.71,0.26,-0.71,29.6,195,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
33- MORANT -SAN NICOLAS BARI,normal,2023,1,14.1,-1.25,-0.79,-0.04,-0.79,7.1,245,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
33- MORANT -SAN NICOLAS BARI,normal,2023,2,16.0,-1.22,0.81,-0.01,0.81,5.8,246,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
33- MORANT -SAN NICOLAS BARI,normal,2023,3,19.5,-0.64,2.06,0.51,2.06,33.5,145,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
33- MORANT -SAN NICOLAS BARI,normal,2023,4,21.7,-1.3,-0.39,-0.09,-0.39,32.9,96,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
33- MORANT -SAN NICOLAS BARI,normal,2023,5,23.3,-1.16,1.73,0.04,1.73,26.1,160,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
33- MORANT -SAN NICOLAS BARI,normal,2023,6,32.3,-0.45,-0.9,0.68,-0.9,29.2,163,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
33- MORANT -SAN NICOLAS BARI,normal,2023,7,37.3,-1.26,-1.32,-0.06,-1.32,18.7,140,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
33- MORANT -SAN NICOLAS BARI,normal,2023,8,37.9,-0.53,0.79,0.6,0.79,33.2,245,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
33- MORANT -SAN NICOLAS BARI,normal,2023,9,30.9,-0.0,0.22,1.09,0.22,13.5,211,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
33- MORANT -SAN NICOLAS BARI,normal,2023,10,24.6,-0.94,0.05,0.23,0.05,8.1,137,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
33- MORANT -SAN NICOLAS BARI,normal,2023,11,19.3,-1.59,-0.17,-0.35,-0.17,34.4,106,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
33- MORANT -SAN NICOLAS BARI,normal,2023,12,12.6,-1.99,-0.16,-0.72,-0.16,23.7,249,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
33- MORANT -SAN NICOLAS BARI,normal,2024,1,13.8,-0.76,-0.17,0.4,-0.17,9.6,121,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
33- MORANT -SAN NICOLAS BARI,normal,2024,2,14.0,-0.67,-0.4,0.48,-0.4,17.7,212,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
33- MORANT -SAN NICOLAS BARI,normal,2024,3,17.7,-0.58,1.06,0.56,1.06,14.3,110,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
33- MORANT -SAN NICOLAS BARI,normal,2024,4,20.9,-1.36,-0.34,-0.15,-0.34,25.5,173,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
33- MORANT -SAN NICOLAS BARI,normal,2024,5,27.2,-1.61,0.66,-0.37,0.66,6.1,159,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
33- MORANT -SAN NICOLAS BARI,normal,2024,6,32.5,-0.78,-0.31,0.38,-0.31,15.1,109,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
33- MORANT -SAN NICOLAS BARI,normal,2024,7,39.8,-1.28,0.24,-0.07,0.24,8.5,227,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
33- MORANT -SAN NICOLAS BARI,normal,2024,8,39.7,-1.34,0.47,-0.13,0.47,30.6,83,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
33- MORANT -SAN NICOLAS BARI,normal,2024,9,32.7,-1.25,0.79,-0.04,0.79,31.8,233,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
33- MORANT -SAN NICOLAS BARI,normal,2024,10,22.8,-1.54,-0.04,-0.31,-0.04,8.0,103,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
33- MORANT -SAN NICOLAS BARI,normal,2024,11,16.5,-0.57,-1.76,0.57,-1.76,27.3,148,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
33- MORANT -SAN NICOLAS BARI,normal,2024,12,12.1,-2.31,0.29,-1.01,0.29,12.2,144,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
34-COLONIA REQUENA,fuga_fisica,2022,1,14.3,-1.47,-0.1,-0.25,-0.1,33.7,188,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
34-COLONIA REQUENA,fuga_fisica,2022,2,16.5,0.03,0.1,1.11,0.1,14.9,132,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
34-COLONIA REQUENA,fuga_fisica,2022,3,17.4,-1.76,-0.67,-0.51,-0.67,17.2,214,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
34-COLONIA REQUENA,fuga_fisica,2022,4,20.8,-1.63,-0.99,-0.39,-0.99,31.0,101,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
34-COLONIA REQUENA,fuga_fisica,2022,5,25.3,-1.94,0.9,-0.67,0.9,5.8,245,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
34-COLONIA REQUENA,fuga_fisica,2022,6,30.3,-1.68,0.09,-0.44,0.09,13.6,210,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
34-COLONIA REQUENA,fuga_fisica,2022,7,39.1,-1.33,0.15,-0.11,0.15,20.7,207,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
34-COLONIA REQUENA,fuga_fisica,2022,8,36.5,-0.67,-0.19,0.48,-0.19,18.1,139,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
34-COLONIA REQUENA,fuga_fisica,2022,9,29.5,-1.24,-0.59,-0.03,-0.59,26.0,166,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
34-COLONIA REQUENA,fuga_fisica,2022,10,25.2,-1.71,-0.85,-0.47,-0.85,30.0,120,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
34-COLONIA REQUENA,fuga_fisica,2022,11,17.0,-1.19,0.68,0.01,0.68,13.2,245,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
34-COLONIA REQUENA,fuga_fisica,2022,12,14.3,-0.88,-0.6,0.29,-0.6,18.6,97,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
34-COLONIA REQUENA,fuga_fisica,2023,1,12.7,-1.78,-0.76,-0.52,-0.76,8.0,145,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
34-COLONIA REQUENA,fuga_fisica,2023,2,16.7,-1.22,-0.56,-0.02,-0.56,24.3,163,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
34-COLONIA REQUENA,fuga_fisica,2023,3,20.5,-0.98,0.92,0.2,0.92,25.6,102,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
34-COLONIA REQUENA,fuga_fisica,2023,4,21.9,-1.0,-1.01,0.18,-1.01,32.0,202,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
34-COLONIA REQUENA,fuga_fisica,2023,5,27.0,-1.23,-0.52,-0.02,-0.52,28.7,138,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
34-COLONIA REQUENA,fuga_fisica,2023,6,32.9,-1.29,0.82,-0.08,0.82,14.1,114,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
34-COLONIA REQUENA,fuga_fisica,2023,7,39.9,-4.66,-4.22,-3.14,-4.22,8.0,130,1,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
34-COLONIA REQUENA,fuga_fisica,2023,8,35.7,-5.92,-4.73,-4.29,-4.73,19.9,183,1,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
34-COLONIA REQUENA,fuga_fisica,2023,9,27.0,-6.17,-3.47,-4.51,-3.47,15.5,95,1,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
34-COLONIA REQUENA,fuga_fisica,2023,10,26.3,-1.78,-1.55,-0.53,-1.55,24.0,96,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
34-COLONIA REQUENA,fuga_fisica,2023,11,17.1,-2.41,-1.67,-1.1,-1.67,24.7,234,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
34-COLONIA REQUENA,fuga_fisica,2023,12,14.0,-2.34,-2.26,-1.04,-2.26,25.3,150,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
34-COLONIA REQUENA,fuga_fisica,2024,1,11.9,-3.24,-2.12,-1.86,-2.12,28.9,106,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
34-COLONIA REQUENA,fuga_fisica,2024,2,14.6,-2.71,-2.06,-1.37,-2.06,18.1,190,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
34-COLONIA REQUENA,fuga_fisica,2024,3,16.4,-2.23,-1.79,-0.94,-1.79,18.6,165,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
34-COLONIA REQUENA,fuga_fisica,2024,4,21.4,-2.95,-1.9,-1.59,-1.9,17.3,155,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
34-COLONIA REQUENA,fuga_fisica,2024,5,22.9,-4.7,-3.73,-3.18,-3.73,7.4,129,1,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
34-COLONIA REQUENA,fuga_fisica,2024,6,30.2,-4.43,-3.87,-2.93,-3.87,24.5,114,1,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
34-COLONIA REQUENA,fuga_fisica,2024,7,37.2,-6.11,-4.04,-4.47,-4.04,18.1,112,1,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
34-COLONIA REQUENA,fuga_fisica,2024,8,36.4,-5.13,-4.42,-3.57,-4.42,25.5,234,1,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
34-COLONIA REQUENA,fuga_fisica,2024,9,25.9,-5.57,-3.56,-3.98,-3.56,28.5,80,1,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
34-COLONIA REQUENA,fuga_fisica,2024,10,24.0,-2.17,-1.32,-0.88,-1.32,22.5,198,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
34-COLONIA REQUENA,fuga_fisica,2024,11,17.4,-2.61,-1.66,-1.28,-1.66,9.9,108,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
34-COLONIA REQUENA,fuga_fisica,2024,12,14.0,-2.95,-1.42,-1.59,-1.42,13.7,109,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
35-VIRGEN DEL CARMEN,reparacion,2022,1,13.1,-0.56,-0.16,0.59,-0.16,12.2,158,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
35-VIRGEN DEL CARMEN,reparacion,2022,2,15.3,-1.1,-0.41,0.09,-0.41,26.1,164,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
35-VIRGEN DEL CARMEN,reparacion,2022,3,17.6,-0.99,-0.18,0.19,-0.18,20.0,122,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
35-VIRGEN DEL CARMEN,reparacion,2022,4,20.8,-1.52,0.71,-0.29,0.71,14.5,101,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
35-VIRGEN DEL CARMEN,reparacion,2022,5,25.4,-1.66,0.62,-0.42,0.62,18.0,102,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
35-VIRGEN DEL CARMEN,reparacion,2022,6,32.0,-0.86,-1.04,0.31,-1.04,34.3,181,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
35-VIRGEN DEL CARMEN,reparacion,2022,7,40.7,-1.62,0.33,-0.38,0.33,30.1,162,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
35-VIRGEN DEL CARMEN,reparacion,2022,8,39.1,-0.7,-0.48,0.45,-0.48,9.5,103,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
35-VIRGEN DEL CARMEN,reparacion,2022,9,31.1,-1.21,-1.13,-0.01,-1.13,25.4,142,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
35-VIRGEN DEL CARMEN,reparacion,2022,10,22.8,-1.01,-1.3,0.17,-1.3,29.6,155,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
35-VIRGEN DEL CARMEN,reparacion,2022,11,16.8,-1.98,-1.19,-0.71,-1.19,17.3,178,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
35-VIRGEN DEL CARMEN,reparacion,2022,12,14.2,-1.14,-1.8,0.06,-1.8,5.3,108,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
35-VIRGEN DEL CARMEN,reparacion,2023,1,13.5,-1.88,-0.74,-0.62,-0.74,27.4,142,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
35-VIRGEN DEL CARMEN,reparacion,2023,2,15.5,-1.49,-1.09,-0.27,-1.09,17.1,156,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
35-VIRGEN DEL CARMEN,reparacion,2023,3,17.7,-2.22,-1.32,-0.92,-1.32,31.1,237,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
35-VIRGEN DEL CARMEN,reparacion,2023,4,20.8,-1.43,-1.12,-0.21,-1.12,25.6,183,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
35-VIRGEN DEL CARMEN,reparacion,2023,5,25.6,-2.5,-2.5,-1.18,-2.5,23.3,91,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
